Year,Honours List,Order,Level,Award,Name,Citation,County
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Geoffrey HOSKING ,"Emeritus Professor of Russian History, School of Slavonic Studies, University College London and Co-founder, Nightline.  For services to Higher Education and Students.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Anne Catherine HOUSTON ,"Lately Chief Executive, CHILDREN 1ST.  For services to Children and Young People.",Glasgow
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pauline Jean HOWIE ,"Chief Executive, Scottish Ambulance Service. For services to NHS Scotland and to the Scottish Ambulance Service.",Renfrewshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David John HUDSON ,"Executive Headteacher, Wickersley School and Sports College, Rawmarsh Community School and Clifton Community School, Rotherham. For services to Education.",South Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Leslie HUGHES ,For services to the Insurance Industry and to the community in Northern Ireland.,Down
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Joan HUNT ,"Honorary Professor, Cardiff Law School. For services to Children.",Somerset
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas Simon HURN ,"Executive Headteacher, Cardinal Hume Catholic School, Gateshead and St Robert of Newminster School, Sunderland. For services to Education.",Tyne and Wear
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kevin Paul HYLAND ,"Lately Detective Inspector, Metropolitan Police Service. For services to Combatting Human Trafficking.",Ireland
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Anthony JENNENS ,"Chair, GamCare. For charitable services to the prevention and treatment of Gambling Addiction.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan JOHNSON ,For services to Ladies' Golf.,West Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jacqui Lunday JOHNSTONE ,"Chief Health Professions Officer, Scottish Government. For services to Healthcare and the Health Care Professions.",Lanarkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Baden JONES DL,"Principal and Chief Executive, Coleg Cambria and Lately Principal and Chief Executive, Deeside College. For services to Further Education in North East Wales.",Clwyd
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth JONES ,"Postgraduate Dental Dean, London. For services to Dental Education.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Glynn JONES DL,For services to the community in Sussex.,West Sussex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Patricia Joyce JONES ,"Founder and Chief Executive Officer, Bristol Dyslexia Centre. For services to Education.",Bristol
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Maud KELLS ,"Nurse, WEC International.  For services to people in the Democratic Republic of Congo.",Tyrone
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Wendy KENNEDY ,"Head, Offshore Oil and Gas Environment and Decommissioning, Department of Energy and Climate Change. For services to the Oil and Gas Industry.",Aberdeenshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Lynne KILPATRICK ,"Head of Video Games, Department for Culture, Media and Sport. For services to Video Games Industry.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Susan LANGLEY ,For services to Women in Business.,Hertfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jeanetta Christine LAURENCE ,"Lately Associate Director, Royal Ballet. For services to Dance.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr William LAWLER ,Forensic Pathologist. For services to the Police and Criminal Justice System.,Cumbria
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Edmée Pistis LEVENTIS ,For services to Arts Philanthropy.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Faith LIDDELL ,"Director, Festivals Edinburgh.For services to the Arts.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith LOUDON ,"For services to Business and to the community in Leeds, West Yorkshire.",West Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip LOWTHIAN ,"Head, Regional Benefits (Disability), Department for Work and Pensions. For services to Unemployed People in North West England and Manchester.",Greater Manchester
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John David Peter LUBBOCK ,"For services to the Orchestra of St John's and People with Autism and Learning Difficulties in Shillingford, Oxford.",Oxfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms (Mary) Louise MACDONALD ,"Chief Executive, Young Scot. For services to Young People and the community in Scotland.",East Lothian
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Patrick Ray MADDAN ,Neighbourhood Watch Volunteer. For services to Policing and Community Safety in London.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter MADDEN ,"Lately Chief Executive Officer, Forum for the Future. For services to Environmental Protection and Sustainable Development.",Bristol
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Séamus MAGEE ,"Head of Office, Electoral Commission in Northern Ireland.  For services to Democracy.",Down
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Roshan MAINI ,For services to the Life Sciences Industry.,Renfrewshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Graeme Peter Alexander MALCOLM ,"Chief Executive Officer, M Squared Lasers. For services to Science and Innovation.",Perth and Kinross
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ruth Louise MALLORS-RAY ,"Lately Director of Aerospace, Aviation and Defence, Knowledge Transfer Networks. For services to Science, Innovation and Knowledge Transfer.",Kent
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Laura Elizabeth MARKS ,"Founder, Mitzvah Day. For services to Interfaith Relations.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Tom MARTIN JP DL,For services to Business and the community in the East Riding of Yorkshire.,East Riding of Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert John MASKREY ,For voluntary and charitable services to the Arts and the community in Wales and Herefordshire.,Herefordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Patricia MCAULEY ,"Lately Senior Director Scotland, Consumer Futures. For services to Consumer Affairs.",Glasgow
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Brigid MCBRIDE ,"Digital Director, London, HM Revenue and Customs. For services to UK Digital Transformation.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Arlene MCCARTHY ,Lately Member of the European Parliament for North West England. For parliamentary and political services.,Greater Manchester
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Mary Margaret Geraldine MCGAHEY ,"Chief Executive, Larne Borough Council.  For services to Local Government.",Down
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Gerard MCGREEVY ,For services to Homeless People in the UK and Abroad.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Maureen MCKENNA ,"Director of Education, Glasgow City Council. For services to Education in Scotland and Malawi.",Glasgow
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Joseph MCLOUGHLIN ,For services to Broadcasting in the North West.,Greater Manchester
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Anne Patricia MCPHEE ,For political service in Scotland.,Ayrshire and Arran
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Daniel MCSORLEY ,"Chief Executive, Omagh District Council and Interim Chief Executive, Strabane District Council.  For services to Local Government.",Tyrone
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Wendy MEAD ,"Chairman, City's Health and Social Care Scrutiny Sub Committee.  For Civic and Community Services in London.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Carl MESSENGER ,"Deputy Director, Treasury Solicitor's Department. For services to Government Legal Services.",Middlesex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Robert Hamilton MILLAR ,"Emeritus Professor, Centre for Innovation and Research in Science Education, University of York. For services to Science Education.",North Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jane Caroline MILLER ,"Senior Health Adviser, Department for International Development. For services to Development in Africa, particularly towards ending Female Genital Mutilation.",Hertfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Brett MILLIGAN ,"Lately Board Member, Technology Strategy Board and Head of Global Strategy, Standard Life Investments. For services to Innovation and the Economy.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard George MILLINGTON ,"Executive Principal, Chepping View Primary School, Buckinghamshire. For services to Education.",Buckinghamshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Ian Mark MILLS FRS,"Emeritus Professor of Chemical Spectroscopy, University of Reading and Emeritus President, Comite Consultatif des Unites.  For services to Chemistry and Metrology.",Berkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bruce MINTO ,"Chairman, Board of Trustees, National Museums Scotland. For services to Culture.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jeremy Charles MOORE ,"Liaison Officer for Road Policing, Association of Chief Police Officers. For services to Road Safety and Policing.",Essex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Denise Ellen MORETON ,For services to the Women's Institute Movement in Staffordshire.,Staffordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Rosaleen MORIARTY-SIMMONDS ,For services to the Equality and Rights of Disabled People.,South Glamorgan
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carol Allison MORRIS ,"Work Services Director for London and the Home Counties, Department for Work and Pensions. For services to Jobseekers.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Malcolm MORRIS ,"Headteacher, Ardleigh Green Junior School, Havering. For services to Education.",Essex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Julie MORROW ,"Head, Appletree and Stoneygate Nursery Schools and Children’s Centres, Lancashire. For services to Children and Families.",Lancashire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sajda MUGHAL ,For services to Community Cohesion and Interfaith Dialogue.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charlie MULLINS ,"Founder and Chief Executive, Pimlico Plumbers.  For services to the Plumbing Industry.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham John MUNGEAM ,"Non-Executive Chairman, Oasis Community Learning. For services to Children and Families.",Kent
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Heather MUNRO ,"Lately Chief Executive, London Probation Trust. For services to Probation, Rehabilitation and Criminal Justice.",Leicestershire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Anne Philomena MURRAY ,"Principal, Oakgrove Integrated Primary and Nursery School.  For services to Education.",Londonderry
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Venugopal Karunakaran NAIR ,"Head of Avian Viral Diseases Programme, Pirbright Institute. For services to Science.",Oxfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Dilip NATHWANI ,"Director of Medical Education, NHS Scotland. For services to Treatment of Infectious Diseases.",Angus
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Lesslie NEWBIGIN ,"Chair, Creative England. For services to the Creative Industries and the Arts.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Benedict NICHOLSON ,Screenwriter and Author. For services to Drama and Literature.,East Sussex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Francesca OSOWSKA ,"Director, Commonwealth Games and Sport, Scottish Government. For services to Government and the Commonwealth Games.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert OWEN ,"Chief Executive Officer, St Giles Trust. For services to the Rehabilitation of Offenders.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jean PALMER ,"Deputy Chief Executive and Corporate Director of Residents Services, Hillingdon Council. For services to Local Government.",Middlesex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ewart West PARKINSON ,For voluntary and charitable services in Cardiff.,South Glamorgan
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire, Gwen PARRY-JONES ,"Safety and Assurance Director, Nuclear Generation, EDF Energy. For services to Science and Technology.",Gloucestershire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Brian PEARS ,"Assistant Director, Acadamies Group, IFD, Department for Education. For services to Education and to the community in Hounslow.",Middlesex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Philip PEARSON ,For charitable services.,West Midlands
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jennifer Clare PREECE ,"Bill Principal and Manager, Childcare, Special Educational Needs and Children's Strategy, Department for Education.  For services to Children.",East Sussex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Katharine Riddell PUGH ,"Chief Executive, The Heritage Alliance.  For services to Heritage.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr David Alasdair Hamley RAE FRSE,"Lately Director of Horticulture and Learning, Royal Botanic Garden Edinburgh. For services to Horticulture and Education.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Maura REGAN ,"Principal, Carmel College and Chief Executive, Carmel Education Trust. For services to Education.",Durham
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David REYNOLDS DL,"Farmer and Director, Camgrain. For services to Agriculture and the community in the East Midlands.",Northamptonshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Stuart RHODES ,"For services to the Economy, Planning and the community.",Oxfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Eve Sarah RICHARDSON ,"Lately Chief Executive, National Council for Palliative Care. For services to End of Life Care.",Isle of Wight
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher RIDLEY ,"Lately Director of Financial Management, House of Commons. For services to Public Finances and voluntary service to Campanology.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Timothy William ROBSON ,For services to the Homeless in Hertfordshire.,Hertfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lt Col Peter Albert ROFFEY DL,For services to the community in Leicestershire.,Leicestershire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Barrie Thomas RUTTER ,"Founder and Artistic Director, Northern Broadsides. For services to Drama.",West Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Lindsey SANDERSON ,"Lately Head of Major Events Team, Office for Security and Counter Terrorism, Home Office. For services to Security.",Edinburgh
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Surat Singh SANGHA ,"Managing Director, Asiana Ltd. For services to Entrepreneurship.",Nottinghamshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John William SCADDING ,"Consultant Neurology Adviser, Ministry of Defence.  For services to Medical Research and Defence.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margrit Wendy SCOTT ,"President, Association for the Professional Development of Early Years Educators.  For services to Education.",Cumbria
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Kenneth Richard SEDDON ,"Director, Queen's University Ionic Liquid Laboratories (QUILL), Queen's University Belfast.  For services to Chemistry.",Down
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Joseph SEELIG ,"Co-Founder, London International Mime Festival. For sevices to Theatre.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jatinder Kumar SHARMA ,"Principal and Chief Executive, Walsall College. For services to Further Education.",Staffordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Martin SHAW ,"Head, Management of Regional Development Agencies Residuary Assets and Liabilities Team, Department for Business, Innovation and Skills. For services to Business.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Dasha Wendy SHENKMAN ,For services to Philanthropy and the Arts.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John Anthony SIMMONDS ,"Director of Policy, Research and Development, British Association for Adoption and Fostering.  For services to Children and Families.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Justine Mary SIMONS ,"Head of Cultural Policy, Mayor of London's Office. For services to Culture in London.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian SIMPSON ,Lately Member of the European Parliament for North West England. For parliamentary and political service.,Cheshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Iram SIRAJ ,"Professor of Early Childhood Education, Institute of Education, University of London. For services to Education.",Cambridgeshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jeffrey SKIDMORE ,"Conductor and Artistic Director, Ex Cathedra. For services to Choral Music.",Staffordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roy McKinley SLATER ,For services to Business and charity in Scotland.,Glasgow
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Eric Roger SMITH ,"Director of People and Learning, British Red Cross. For services to First Aid.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Frank Leslie SMITH ,"Chair of Governing Body, Chesterfield College. For services to Further Education.",South Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Mardy SMITH ,"Principal, New College, Worcester. For services to Education.",Worcestershire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sheridan SMITH ,Actress. For services to Drama.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret Ann SOUYAVE ,For services to Hockey.,Derbyshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Nigel James SPARROW ,"Senior National GP Adviser, Care Quality Commission. For services to Primary Care.",Nottinghamshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charles SPENCER ,"Chairman, The Spencer Group. For services to Business and the Economy in the Hull and Humber Region.",East Riding of Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Sarah Katherine SPURGEON FRENG,"Professor of Control Engineering, University of Kent. For services to Engineering.",Kent
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Gwyneth Mary STALLARD ,"Professor of Pure Mathematics, The Open University. For services to Higher Education.",Warwickshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Purcell STEWART ,"For charitable services, especially to the Health and Housing Sectors in London and Surrey.",Surrey
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Jean Roberta STODDART DL,For services to Health and charity in Merseyside.,Cheshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Davina Louise TANNER ,"Chief Executive and Founder, Britannia Enterprises. For services to Business and the community in East Anglia.",Norfolk
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Robert THOMSON ,"Finance Manager, Scottish Prison Service. For services to the Criminal Justice System.",Lanarkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Joan Mary TICE DL,For charitable services through the Bernard Sunley Charitable Foundation.,Northamptonshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jenny Margaret TOOTH ,"Chief Executive Officer, UK Business Angels Association. For services to Small Businesses.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Adrian TRANTER ,"President, British Taekwondo.  For services to Martial Arts.",Nottinghamshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter TRUESDALE ,"Lately Councillor, Lambeth Council. For public and political services.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Henry Campbell TWEEDIE ,"Chair, Northern Ireland Meat Exporters' Association.  For services to the Red Meat Industry and the community in Northern Ireland.",Down
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Elizabeth Kathleen TYSOE ,"Lately Head of Healthcare Inspection, HM Inspector of Prisons. For services to Offender Health.",Surrey
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon Robert VINCENT ,"President, Europe, Middle East and Africa, Hilton Worldwide. For services to the Hospitality Industry.",Surrey
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Martyn John WADE ,"Lately National Librarian and Chief Executive, National Library of Scotland. For services to Culture in Scotland.",West Lothian
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Rachel Catherine WAKEMAN ,"Executive Director and Trauma Care Worker, Imara. For services to Child Protection.",Nottinghamshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charles WALKER MP,Member of Parliament for Broxbourne. For political service.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David John WARD ,"Route Managing Director, South East, Network Rail. For services to the Rail Industry.",Kent
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Adam Robertson Ernest WARD ,"Crown Advocate, Crown Court Advocacy Unit, Crown Prosecution Service. For services to Law and Order in the South West and service to the community.",Wiltshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Valerie WASS ,"Head, School of Medicine, Keele University and Elected Member, Medical School Council Executive, London. For services to Medical Education.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Emily Margaret WATSON ,Actress. For services to Drama.,London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Eion WATTS ,"Leader, Bolsover District Council. For services to Local Government.",Derbyshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew James WEBB ,"Senior Policy Adviser, Indirect Tax, London, HM Revenue and Customs.  For services to Tax.",London
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Tessa Mary WEBB ,Lately Chief Executive Hertfordshire Probation Trust. For services to Probation.,Essex
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ashton WEST ,"Chief Executive, Motor Insurers' Bureau. For services to Road Safety.",Hertfordshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Christopher Allan WHATLEY ,"Lately Vice-Principal, University of Dundee. For services to Scottish History Education.",Perth and Kinross
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sharon Mary WHITE ,"Founding Member, School and Public Health Nurses Association. For services to Public Health Nursing for School Aged Children.",West Yorkshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roger Brian WHORROD ,"Member of Council, University of Bath. For services to Philanthropy in Higher Education.",Warwickshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret WILLCOX ,"Commissioning Director for Adults, Gloucestershire County Council. For services to Vulnerable People in the South West.",Shropshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Hugh Godfrey Maturin WILLIAMSON FBA,"Lately Regius Professor of Hebrew, University of Oxford. For services to Scholarship and Theology.",Suffolk
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Eric Arthur WINDSOR ,"Lately Chairman, National Bench Chairmen's Forum. For services to the Administration of Justice.",Shropshire
2015,New Year ,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Colonel Edward Christopher YORK TD DL,For services to charity and the community in North Yorkshire.,North Yorkshire
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Shabana Iltaf ABASI ,"Head of Service, Cafcass Greater Manchester.  For services to Children in Greater Manchester.",Greater Manchester
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Elizabeth ADGER ,"Member, Ballymena Borough Council.  For services to Local Government and Young People in Northern Ireland.",Antrim
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Alderman William Alexander Fraser AGNEW ,"Alderman, Newtownabbey Borough Council.  For services to Local Government and Cross-border Relations.",Antrim
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Waqar Afzal AHMED ,"Prevent Manager, Birmingham City Council.  For services to Challenging Extremism and Empowering Communities.",West Midlands
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Shahnaz AKHTAR ,"Foster Carer, Slough.  For services to Children and Families.",Berkshire
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret ALDWIN ,"Founding Member and Trustee, Ichthyosis Support Group.  For services to People with Genetic Disorders and their Families.",Berkshire
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Thomson ALLAN ,"National Chairman,  Royal British Legion Scotland.  For voluntary service to Service Personnel and Veterans.",Caithness
2015,New Year ,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Valerie Margaret ALLEN DL,"For services to Business and to the community in Warrington and Halton, Cheshire.",Cheshire
