Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Harold Samuel GAMBLE ,"Professor of Engineering, Queen's University Belfast.  For services to Science.",Down
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Olivia GILES ,For charitable services particularly to Disabled People.,Edinburgh
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret GILMOUR ,Grade B2.,Somerset
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Ellis GLENNIE ,"Lately Chief Executive, NHS Borders.  For services to Healthcare.",Northumberland
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Trevor GRAVES ,"Oculoplastic Specialist Nurse, Leicester Royal Infirmary, University Hospitals of Leicester NHS Trust.  For services to Healthcare.",Leicestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Harriet GREEN ,"Chief Executive Officer, Premier Farnell plc.  For services to the Electronics Industry.",Oxfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Bonnie GREER ,"Playwright, Author and Critic.  For services to the Arts.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ruth Mary Evelyn GRIFFIN ,"Lead Scientist, Forensic Science Agency of Northern Ireland.",Belfast
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Dorothy Seymour GRIFFITHS ,"Professor of Human Resource Management and Deputy Principal, Imperial College Business School, Imperial College London.  For services to Higher Education.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter Lloyd GRIFFITHS ,"Group Chief Executive, Principality Building Society.  For services to the Financial Services Industry.",Vale of Glamorgan
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,The Lady Catherine GUTHRIE ,For voluntary service to SSAFA Forces Help.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Gale HAMBLY ,"Deputy Technical Director, QinetiQ.  For services to the Defence Industry.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Garry John HANDLEY ,"Team Leader, Road Safety Unit, Gloucestershire County Council.  For services to Local Government.",Gloucestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Nicola Jane HANNA ,"Director, Epilepsy Bereaved.  For services to Families.",Oxfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Malcolm Charles HANNEY ,For services to the community in the South West.,Bristol
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jeremy Andrew HARRIS ,"Assistant Chief Constable, Police Service of Northern Ireland.  For services to the Police.",Belfast
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Martin HARRIS ,"Deputy Director, Assessments Staff, Cabinet Office.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Gillian Anne HEATON ,"Executive Director of Patient Services and Chief Nurse, Central Manchester University Hospitals NHS Foundation Trust.  For services to Healthcare.",Lancashire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David George HENDERSON ,"Managing Director, Tobermore Concrete Products Ltd. For services to the Construction Industry in Northern Ireland.",Londonderry
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James HERBERT ,Author.  For services to Literature.,West Sussex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Robin Walter HILEY ,"Grade B1, Ministry of Defence.",Kent
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Seamus HILL ,"Managing Director, Chemring Marine.  For services to the Marine Industry.",Hampshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Rev Jean Margaret HOGGARD ,"For services to the community in Halifax, West Yorkshire.",West Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Vivien HOPKINS ,"Chief Operating Officer, Pension, Disability and Carers' Service, Department for Work and Pensions.",Lancashire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nigel Arthur HOSKIN ,For services to Dartmoor National Park.,Devon
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Dominic HOULIHAN ,"Vice-Principal, University of Aberdeen.  For services to Science Communication.",Angus
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Kenneth HOWARD ,Artist.  For services to Art.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Elizabeth HOWELLS ,Head of Primary Care Psychology and Health Psychology.  For services to Mental Healthcare in Wiltshire.,Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John HUDSON ,"Senior Forestry Adviser, Department for International Development.",Oxfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Anthony John HUNTER ,"Chief Executive, North East Lincolnshire Council.  For services to Social Care.",East Riding of Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen HUNTER QFSM,"Chief Officer, Tayside Fire and Rescue.  For services to Local Government.",Dundee
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael (Mick) HURLEY ,Lately Serious Youth Violence Advisor.  For services to Young People.,Greater Manchester
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mashuq HUSSAIN ,"For services to Young People and to Community Relations in Burnley and Pendle, Lancashire.",Lancashire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Crosbie Tennant HUTCHESON ,"Director of Security, BAA Airports Limited.  For services to the Aviation Industry.",Middlesex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Zahara HYDE PETERS ,"Chief Executive Officer, British Triathlon Federation.  For services to Athletics.",Warwickshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Arthur Graeme HYSLOP ,"Principal, Langside College, Glasgow.  For services to Further Education.",Glasgow
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Taha  Mohammad IDRIS ,"Chief Executive, Swansea Bay Race Equality Council.  For services to Community Relations.",West Glamorgan
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John JACKSON JP DL,For services to the community in Staffordshire.,Staffordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Tracy JACKSON ,"Manager, Crescent Children''s Centre, Stoke-on-Trent.  For services to Children and Families.",Staffordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lynne JAMES ,"Manager, Hartcliffe Sure Start Children's Centre, Bristol.  For services to Children and Families.",Bristol
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan Andrew JEFFERIS ,"Grade B2, Ministry of Defence.",Kent
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Blair JENKINS ,For services to Broadcasting.,Glasgow
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr George Robert JENKINS ,"Vice-Chairman, NHS Blood and Transplant and Chairman, South London Healthcare NHS Trust.  For services to Healthcare.",Kent
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ian Dennis JENKINS ,"Senior Curator, Greek Collections, British Museum.  For services to Museums.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Arthur Thomas Peter JONES ,"Senior Pro-Vice-Chancellor, Academic Development and Research, Nottingham Trent University.  For services to Higher Education and to the Legal Profession.",Nottinghamshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Dilys Cynthia Mary JONES ,"Lately Headteacher, Lypiatt Primary School and Early Years Centre, Wiltshire.  For services to Education.",Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jean Mary JONES ,"Headteacher, Grace Owen Nursery School, Sheffield.  For services to Early Years Education.",South Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Mair JONES ,For services to Further Education in Wales.,Gwynedd
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ursula JONES ,For services to Music.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Sukhbir Singh KAPOOR ,"Vice-Chancellor, World Sikh University.  For services to Community Relations.",Middlesex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Warren KENDREW ,"Senior Official, Leeds, HM Revenue and Customs.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nick KNIGHT ,Fashion Photographer.  For services to Art.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Kartar Singh LALVANI ,For services to the Pharmaceutical Industry and to Charity.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Deepak LALWANI ,"Director, India, Astaire and Partners.  For services to the Financial Services Industry.",Middlesex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robin Frank LANDMAN ,"Chief Executive Officer, Network for Black Professionals.  For services to Black and Minority Ethnic Further Education.",West Midlands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Jurat Derek LE PAGE ,Lately Jurat of the Royal Court.  For services to the Administration of Justice in Guernsey.,Channel Islands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roger Adrian LEGATE ,"Principal and Head of Visual Impairment Service, Linden Lodge School, Wandsworth, London.  For services to Special Needs Education.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sharon Patricia LEMON ,For public service.,Essex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Eric James LEWIS ,"Lately Chief Executive Officer, Doncaster''s Group.  For services to Industry.",Staffordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Marion LEWIS ,"Chair, Neighbourhood and Homewatch Network, England and Wales.  For services to Community Safety.",Leicestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sian LOCKWOOD ,"Chief Executive, Community Catalysts (NAAPS UK).  For services to Social Care.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Karen LOGAN ,"Nurse Consultant (Continence Services), Aneurin Bevan Health Board.  For services to Healthcare.",Gwent
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jehangir MALIK ,For services to Islamic Relief.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Christine MANN JP,For services to the Prevention of Domestic Abuse.,Leicestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen MATHEWS ,"Chief Executive, Cedar Foundation. For services to Disabled People in Northern Ireland.",Belfast
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Janet Erica MATTHEWMAN ,"Head of Culture, Media and Sport, Government Office for the North West.",Greater Manchester
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Angela  Jane MAXWELL ,"Managing Director, Acuwomen.  For services to Business in the West Midlands.",Leicestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Anthony Peter MCCOY MBE,Jockey.  For services to Horse Racing.,Berkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Patrick Joseph MCINTYRE ,"Chief Executive, Northern Ireland Housing Executive.  For services to the Housing Sector.",Down
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Joseph MCVEY ,"Chairman, Volunteer Development Agency.  For services to the Voluntary Sector in Northern Ireland.",Belfast
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gaynor MEARS ,For services to Preventing Domestic and Sexual Violence.,Cambridgeshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Tamara MELLON ,"Founder and Chief Creative Officer, Jimmy Choo.  For services to the Fashion Industry.",
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Judith Ann MILLION ,"Deputy Regional Director, Government Office for the North East.",Durham
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jayne Mary MONKHOUSE ,For services to Equal Opportunities and to Diversity.,Cheshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Leslie Ann MORPHY ,"Chief Executive, Crisis.  For services to Homeless People.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jennifer MORRIS ,For services to Disabled People.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert MULLEN ,"Governor, HM Prison Lindholme, HM Prison Service.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Barry MUSSENDEN ,"Deputy Director, Policy and Strategy Directorate, Department of Health.",Berkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Catherine MYERS ,"Executive Headteacher, Bishop Challoner Catholic Collegiate Schools, Tower Hamlets, London.  For services to Education.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mohammad NAZIR ,"Chairman, West Midlands Ethnic Minority Business Forum.  For services to Business.",West Midlands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Vivian Drummond NETTLES ,Actor.  For services to Drama.,Worcestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Irwin NEVIN ,"Lately Assistant Director of Operations (Benefits Assurance), Social Security Agency, Northern Ireland Executive.",Tyrone
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Rosalind NEWLANDS ,"Course Director for Tourist Guide Training, University of Edinburgh.  For services to the Tourist Industry.",Edinburgh
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Angela Elizabeth O'CONNOR ,"Headteacher, Sacred Heart Catholic Primary School, Hastings.  For services to Education.",East Sussex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alache ODE ,For services to Diaspora Communities in the UK and Overseas.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nelson Olawale OGUNSHAKIN ,"Chief Executive, Association for Consultancy and Engineering.  For services to the Construction and Engineering Industry.",West Midlands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sophie OKONEDO ,Actor.  For services to Drama.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret OLDFIELD ,"Chair, Rotherham NHS Foundation Trust.  For services to the community in South Yorkshire.",South Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kenneth OLISA ,"Chairman, Thames Reach.  For services to Homeless People in London.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Keith PALMER ,For services to Economic Development Overseas.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Cornelia Ann PARKER ,Sculptor and Installation Artist. For services to Art.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bryn PARRY ,"Co-Founder, Help for Heroes.  For voluntary service to the Armed Forces.",Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Emma PARRY ,"Co-Founder, Help for Heroes.  For voluntary service to the Armed Forces.",Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Rachel Elizabeth PERKINS ,"Director of Quality Assurance and User Experience, South West London and St Georgeﾒs Mental Health NHS Trust.  For services to Mental Health.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Julian PETTIFER ,For services to Journalism and to Wildlife Conservation.,Berkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof David Andrew PHOENIX ,"Deputy Vice-Chancellor, University of Central Lancashire.  For services to Science and to Higher Education.",Lancashire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Hugh PITMAN ,"Executive Chairman, JHP Group Ltd.  For services to Vocational Training.",Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas Clive RANDLE ,"Chief Executive, Society of Local Council Clerks.  For services to Local Government.",Devon
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andr� REBELLO ,HM Coroner for Liverpool.  For services to the Administration of Justice.,Lancashire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ann Helen REED ,For services to the Gender Identity Research and Education Society.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bernard REED ,For services to the Gender Identity Research and Education Society.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Geoffrey REED ,"Senior Statistician, Department for Business, Innovation and Skills.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sian REES-JONES ,"Headteacher, Bognor Regis Nursery School and Children's Centre, West Sussex.  For services to Early Years Education.",West Sussex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bennett Lyle Edward REID ,"For services to Business and to the community in Walsall, West Midlands.",West Midlands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Ken REID ,"Lately Deputy Vice-Chancellor, Swansea Metropolitan University. For services to Education.",Somerset
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Honor RHODES ,"Director of Strategic Development, Tavistock Centre for Couple Relationships.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew George RIPLEY ,"For services to Sport, particularly Rugby.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jacqueline ROBERTS ,"Chief Executive, Care Commission.  For services to Social Care in Scotland.",Dundee
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jacqueline Ann ROBINSON ,"President, England Squash. For services to Sport.",Warwickshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Jeremy RYE ,"Leader, Enfield Council.  For services to Local Government.",Middlesex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Inderjit Kaur SANDHU ,"Headteacher, Launde Primary School, Leicestershire.  For services to Education.",Leicestershire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nigel SAXBY-SOFFE ,"Lately Finance Director, Action Aid International.  For services to International Development.",East Sussex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Johanna SENIOR ,For services to the Administration of Justice.,North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Prem Dutt SHARMA ,For services to Community Relations.,Berkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen Frank SHINE ,"Chief Operating Officer, Thames Water.  For services to the Water Industry.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Angela Margaret SIBSON ,"Chief Executive, National Academy for Parenting Practitioners.  For services to Children and Families.",West Sussex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Beverley Francis SMART ,For services to People with Special Needs.,Middlesex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Deborah Anita SMITH ,"Director, Building Research Establishment.  For services to Fire Safety.",Hertfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Deborah Frances SMITH ,"Professor of Molecular Parasitology, University of York and Chair, Medical Research Council Infections and Immunity Board.  For services to Science.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Thelma Olive SORENSEN ,For services to the Economic Regeneration of Cornwall.,Cornwall
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Linbert Soloman SPENCER ,For services to the Voluntary Sector.,Bedfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Ruth STANIER ,"Deputy Director, Preventing Repossessions and Homelessness, Department for Communities and Local Government.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher STEVENS ,"Lately Head of Inclusion Policy, British Educational and Communications Technology Agency.  For services to Special Needs Education.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian West STEWART ,"Lately Chief Executive, East of England Regional Assembly.  For services to Local Government.",Suffolk
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Hon Doctor Richard Malcolm Ellis STONE ,For public and voluntary service.,London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David George STOUT ,"Executive Director of Finance and Communications, NHS North East Strategic Health Authority.  For  services to the NHS.",Tyne and Wear
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Rodney Paul STURGES ,For services to Libraries in the UK and Overseas.,Derbyshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Shane Edwin SUTTON ,"Track Performance Manager, Cycling GB. For services to Sport.",Mid Glamorgan
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Joanna Elisabeth Anne TAIT-LOVATT ,"Lately Principal and Chief Executive, Bishop Auckland College.  For services to local and national Further Education.",Durham
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Elizabeth TAYLOR ,"Public Health Manager, Southampton City Primary Care Trust.  For services to Children and Families.",Hampshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kenneth John TAYLOR ,"Leader, Coventry City Council.  For services to Local Government.",West Midlands
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Mary TEASDALE ,"Head, National Information and Advice Service for Families of People with Schizophrenia.  For services to Mental Healthcare.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Barbara Lynne THOMAS ,For charitable services.,South Glamorgan
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Pauline THOMPSON ,For services to Older and Disabled People.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Tina TIETJEN ,"Chairman, Air Transport Users'' Council.  For services to the Aviation Industry.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Martin John TIPLADY ,"Director, Human Resources, Metropolitan Police Service.  For services to the Police.",Hertfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Brian TOFT ,"Professor of Patient Safety, Faculty of Health and Life Sciences, Coventry University.  For services to Healthcare.",Wiltshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith TONDEUR ,"President, Credit Action.  For services to Financial Education.",North Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Judith Anne TUNSTALL ,"Senior Private Secretary, Department for Work and Pensions.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret TURNER ,"Chief Executive, Diana Award.  For services to Young People.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Baljit UBHEY ,"Chief Crown Prosecutor, Thames Valley and Group Chair, Thames and Chiltern, Crown Prosecution Service.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carol Kathleen WALTON MBE,For services to Disability Sport.,Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Elizabeth Kayner Scott WALTON ,"Lately Principal, William Morris Sixth Form, Hammersmith and Fulham, London.  For services to Post-16 Education.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pauline WATERHOUSE ,"Principal and Chief Executive Officer, Blackpool and the Fylde College, Lancashire.  For services to Further Education.",West Yorkshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sylvia Beatrice WEAR ,"Chief Executive, RCV Charity.  For services to Disabled People.",Oxfordshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alison Joan WENHAM ,"Chairman and Chief Executive, Association of Independent Music.  For services to the Creative Industries.",London
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Fiona Marie WHEELER ,"Team Leader, Early Years Parenting and Promoting Learning Team, Department for Children, School and Families.",Essex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John WHITTAKER ,"Deputy Director, Customer Operations PAYE and Self Assessment Strategic North, Nottingham, HM Revenue and Customs.",Lincolnshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Mills WHYTE ,"Lately Director Central Region, UK Border Agency, Home Office.",Buckinghamshire
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Ann WILD ,For services to Wheelchair Basketball.,Essex
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Desmond WILLIAMSON ,"Principal, Castlederg High School.  For services to Education in Northern Ireland.",Tyrone
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Bryan WYBREW ,"Lately Chairman, Energy and Utility Skills.  For services to Training.",Surrey
Birthday,2010,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Nicola YATES ,"Chief Executive, Hull City Council.  For services to Local Government.",East Riding of Yorkshire
Birthday,2010,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andrew ABBERLEY ,For public service.,Mid Glamorgan
Birthday,2010,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Reginald ADAMS ,"Lately Coach, Grangemouth Amateur Swimming Club.  For services to Sport.",Stirling and Falkirk
