New Year Honours List 2016,,,,,
Order,Level,Award,Name,Citation,County
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Idris ELBA ,Actor.  For services to Drama.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Philip EREIRA ,"Chairman, Insolvency Service and Vice Chairman of Trustees, Marie Curie.  For services to the Insolvency Regime and to Charity.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Tudor EVANS ,"Leader, Plymouth City Council. For political service and services to Local Government.",Devon
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Josephine FARRAR ,"Chief Executive, Bath and North East Somerset Council. For services to Local Government.",Somerset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Peter FLEMING ,"Leader, Sevenoaks District Council and lately Chairman, Improvement and Innovation Board, Local Government Association. For services to Local Government.",Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms (Betty) Ann FLINTHAM ,"Magistrate and lately Deputy Chief Executive, Magistrates' Association.  For services to the Administration of Justice.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Katherine FOSTER ,"Senior Humanitarian Adviser, Department for International Development. For services in to the Ebola Crisis Response in West Africa.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alan William FRAME ,"Head of Customer Management, HM Passport Office. For services to Public Administration.",Gloucestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher Clive FROOME ,Professional Road Racing Cyclist. For services to Cycling.,Abroad
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Georgette FULTON ,"For services to Care of Police Survivors, St Andrew's First Aid and the community in New Cumnock, Ayrshire.",Ayrshire and Arran
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John Calum Macdonald GILLIES ,"Lately Chairman, Royal College of General Practitioners Scotland.  For services to General Practice.","Roxburgh, Ettrick and Lauderdale"
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Christine Alexandra GOODALL ,"Senior Clinical Lecturer, University of Glasgow and Co-founder, Medics Against Violence. For services to Violence Prevention and Victims of Crime.",Dunbartonshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sarah Louisa GOODALL ,"Deputy Director, National Crime Agency. For services to Law Enforcement.",Warwickshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Benjamin Charles GOSS ,"Chairman, Give Them a Sporting Chance and Founder, The Chaffinch Trust.  For services to People with Disabilities and Disadvantaged People in the UK and Abroad.",Moray
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Nicola Ann GOTT ,"Founder and Director, SHE’s GOTT IT.  For services to Women into Business and Female Entrepreneurship in the North East.",Durham
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen GROVES ,"National Head of Emergency Preparedness, Resilience and Response, NHS England.  For services to Public Health.",Northumberland
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Piers Inigo HAGGARD ,"For services to Film, Television and Theatre.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew HAINES ,"Chief Executive, Civil Aviation Authority.  For services to Transport.",Oxfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jennifer Margaret HARRIES ,"Director, South of England, Public Health England.  For services to Public Health.",Gwent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jeffrey Martin HART ,"Lately Head, Dangerous Goods Division, Department for Transport. For services to Transport.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Roger John HEAD ,For services to charity and to the community in Gloucestershire.,Gloucestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Ann HEBDEN ,Lately Ministry of Defence.  For services to Defence.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Karen HENNING ,Ministry of Defence.  For services to Defence.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Catherine Mary HILL ,"Deputy Principal, Blackpool and The Fylde College.  For services to Further Education.",Lancashire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert HOLT ,For services to Disabled and Disadvantaged People in the UK and Abroad.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Maurice HOWARD ,"Professor of Art History, University of Sussex.  For services to Higher Education and Architectural Heritage.",East Sussex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Ellis HOWDEN ,"President, British Cycling.  For services to Cycling.",West Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Amanda Caroline HOWE ,"Professor of Primary Care, University of East Anglia and President-Elect, World Organization of Family Doctors (WONCA). For services to Primary Care.",Norfolk
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gay HUEY EVANS ,Financial Services and Regulatory Expert. For services to Financial Services and Diversity.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Grace JACKSON ,"Sierra Leone Programme Manager, Department for International Development.  For services to the Ebola Crisis Response in West Africa.",Oxfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Pauline Andrea JARVIS ,"CCTV Evidence Investigator, Nottinghamshire Police. For services to Policing and Major Crime Investigations.",Nottinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Peter Charles JOHN ,"Leader, Southwark Council. For political service and services to Local Government.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Helen Mary JONES ,"Headteacher, Beacon Hill School and Business and Enterprise College, Tyne and Wear. For services to Children with Special Educational Needs and Disabilities.",Tyne and Wear
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Wayne JONES ,"Chief Executive Officer, MAN PrimeServ Diesel.  For services to the North West and Supporting Young People.",Greater Manchester
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Robert JORDAN ,"Lately Executive Director of Operations, Environment Agency.  For services to the Environment and International Environmental Protection.",Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Ruth Anne KAUFMAN ,For services to Operational Research.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Rosaleen Clare KERSLAKE ,"Chief Executive, The Prince's Regeneration Trust.  For services to British Heritage.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edmund KING ,"President, the Automobile Association. For services to Road Safety.",Hertfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carolyn KIRBY ,"President, Mental Health Review Tribunal for Wales and Chairman, Cancer Information and Support Services, South West Wales.  For services to Justice and Cancer Care.",Swansea
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Judith KIRKLAND ,"Chief Executive Officer, Business Enterprise Support Ltd.  For services to Business and Enterprise in Staffordshire.",Staffordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Emrys KIRKMAN ,"Principal Scientist, Physiology, Defence Science and Technology Laboratory. For services in Support of Military Medical Treatment.",Wiltshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Bernadette KNILL ,"Lately Headteacher, Priory Woods Special School, Middlesbrough.  For services to Children with Special Educational Needs.",Durham
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard LADD-JONES ,"Grade 6, Ministry of Defence. For services in support of Defence Policy and Operations.",Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Daljit LALLY ,"Deputy Chief Executive, Northumberland County Council and Joint Executive Director, Northumbria Healthcare NHS Foundation Trust. For services to Integrated Care.",Tyne and Wear
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Clive Allen LAWTON ,For services to the Jewish Community particularly through Limmud UK.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Marion Naomi LITTLE ,"Campaign Specialist, Conservative Party. For political service.",Hertfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Paulette LONG ,For services to the Music Industry.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Trevor Anthony LONG ,"Lately Chief Enforcement Officer, Northern Ireland Courts and Tribunals Service. For services to Law Enforcement and voluntary service to Young People.",Belfast
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jennifer Jane LONSDALE ,"Director, Environmental Investigation Agency.  For services to the Environment particularly Whales and Dolphins Protection.",Norfolk
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Nancy Adaline LOUCKS ,"Chief Executive, Families Outside and Visiting Professor, University of Strathclyde Centre for Law, Crime and Justice. For services to Education and Human Rights.",Lanarkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Norman MACDONALD QGM,Lately Ministry of Defence.  For services to Defence.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roderick MACDONALD ,For services to Consultancy and Engineering.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Daniel Stuart MARTIN ,"Critical Care Doctor, Royal Free London NHS Foundation Trust. For services to the Prevention of Infectious Diseases.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Maureen MARTIN ,"Headteacher, Coloma Convent Girls' School, Croydon. For services to Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Malcolm John MARTINEAU ,Pianist.  For services to Music and Young Singers.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gerard Anthony MASON ,"Chief Executive Officer, Morson Group.  For services to Engineering and Design.",Cheshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip Steven MASON ,"Senior Anti-Corruption Adviser, Department for International Development. For services to International Anti-Corruption Policy.",Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael John MAY ,"Founder and Chief Executive Officer, Blue Sky Development and Regeneration.  For services to Ex-Offenders.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Irene (Helen) MCARA-MCWILLIAM ,"Head, School of Design and Director, Design Innovation, Glasgow School of Art.  For services to Art and Design.",Glasgow
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian MCCARTHY ,"Strategic Relationship Manager, Innovate UK.  For services to Business and Innovation.",Oxfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Bruce MCLERNON ,For services to Social Care and Local Government particularly in Carmarthenshire.,Swansea
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gerard Arthur Damien MCQUILLAN MBE,"Lately Senior Adviser, Acquisitions, Exports, Loans and Collections, Acceptance in Lieu Scheme, Arts Council England. For services to Public Arts Collections.",Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor  Susan MCVIE FRSE,"Professor of Quantitative Criminology, University of Edinburgh and Director, Applied Quantitative Methods Network in Scotland. For services to Social Sciences.",Edinburgh
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter MILEHAM DL,For services to the community in Lancashire.,Lancashire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Michelle MITCHELL ,"Chief Executive, Multiple Sclerosis Society.  For services to Older People and the Voluntary Sector.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pauline MONAGHAN ,"Chief Executive, the Rise Trust, Chippenham.  For services to Children and Families.",Wiltshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr (John Thomas) Sean MOORE ,"Co-ordinator, UK Fire Service Urban Search and Rescue. For services to Search and Rescue in the UK and Abroad.",Warwickshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Malcolm MORLEY ,"Chief Executive, Harlow Council. For services to Local Government.",Suffolk
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham MORRISON ,"Co-Founder, Allies and Morrison.  For services to Architecture.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Norman Cecil MORROW ,For services to the Pharmaceutical Profession in Northern Ireland.,Belfast
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Patricia Jane MUCAVELE ,"Head of Nutrition, Children’s Food Trust Charity.  For services to Children and Families and to charity.",Cambridgeshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan Andrew Macfie MUIRHEAD DL,"Chairman, Scottish Leather Group.  For services to the Leather Industry.",Glasgow
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kevin Leslie MURPHY ,"Lately Chair, Excel London.  For services to Business Tourism.",Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher Lennox NAPIER ,"Chair, Hampshire Branch, Campaign to Protect Rural England.  For services to the Environment and the Rural Community in Southern England.",Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Raj NAYYAR ,"Policy Adviser, London, HM Revenue and Customs. For services to Tax Policy.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James NESBITT ,For services to Drama and to the community in Northern Ireland.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Terry Michael NEVILLE ,"Chief Operating Officer, University of Northampton.  For services to Higher Education.",Hertfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Helen Margaret ODELL-MILLER ,"Professor of Music Therapy and Director, Music Therapy Research Centre, Anglia Ruskin University.  For services to Music Therapy.",Cambridgeshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith Alistair OLIVER ,"Lately Head of Maritime Operations, Maritime and Coastguard Agency.  For services to Maritime Safety.",Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Anne O'REILLY ,"Lately Manager, Women's Aid Federation Northern Ireland.  For services to Older People and the Voluntary Sector in Northern Ireland.",Belfast
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ronald Antonio O'SULLIVAN ,Professional Snooker Player.  For services to Snooker.,Essex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Marc Russell OWEN ,"Director, Border Force, Heathrow. For services to Border Security and Immigration Policy Development.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul William OWEN ,"lately,Chief Executive, British Canoe Union. For services to Canoeing.",Berkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David OYELOWO ,Actor.  For services to Drama.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Helen Samantha PARRETT ,"Principal and Chief Executive, Bromley College of Further and Higher Education.  For services to Further Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Kala PATEL ,"Managing Director, Kiddycare Limited (Nurseries).  For services to the Childcare Business.",Leicestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Martin Julian PEARCE ,"Fellow, Defence Science and Technology Laboratory. For services in Support of Military Operations.",Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sally PECK ,For services to the community through Education and Sport in Bedford and the Eastern Region.,Cambridgeshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Daniel PELTZ ,For philanthropic and charitable services.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Lynne Alison PEPPER ,"Headteacher, Herringthorpe Infants School, Rotherham, and Enterprise Champion. For services to Education.",South Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Alison Jean PETCH ,"Lately Director, Institute for Research and Innovation in Social Sciences.  For services to Social Services in Scotland.",Ross and Cromarty
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan Patricia PETTIGREW ,"Director, St Michael’s Fellowship, London.  For services to Children and Families.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian William PIGOTT ,"Farmer and Founder, Open Farm Sunday and Chairman, Farming and Countryside Education.  For services to Agricultural and Countryside Education.",Hertfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carolyn Mary Elizabeth PIKE ,"Director of Legal Services, University of Birmingham.  For services to Higher Education and Legal Services.",Worcestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Spencer Simpson PITFIELD ,"Volunteer, Conservative Party. For political service.",South Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John William RAINE ,"Head, Port Loko District Ebola Response Centre, Sierra Leone. For services to the Ebola Crisis Response in West Africa.",Cambridgeshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Prathibha RAMSINGH ,"District Operations Manager, Work Services Directorate, Department for Work and Pensions. For services to Jobseekers and Employer Engagement in London.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Janet REES ,"Co-Founder, Foster Care Associates and Non-Executive Director, Core Assets Group.  For services to Children and Families.",Worcestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Helen RICHARDS ,"District Adviser, CHASE Operations Team, Kambia District Ebola Response Centre, Sierra Leone. For services to the Ebola Crisis Response in West Africa.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Colonel Timothy Stewart RICHMOND MBE TD DL,For services to Reserve Forces' and Cadets' Associations and the community in Nottinghamshire.,Nottinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor John Robert RIDDLE ,"Chairman, Northumberland National Park.  For services to the community, Environment, and Business in Northumberland.",Northumberland
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan Margaret RILEY ,"District Manager, Merseyside Jobcentre Plus.  For public service.",Merseyside
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Gillian Margaret RING ,"Grade 6, Ministry of Defence. For services to the Ebola Crisis Response in West Africa.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Ronald James RITCHIE ,"Chair of Board, Cabot Learning Federation Academies Trust and lately Pro Vice-Chancellor, University of the West of England. For services to Education.",Bristol
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul ROBERTS ,"Chief Executive, LGBT Consortium.  For services to Lesbian, Gay, Bisexual and Transgender Communities.",Somerset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Gillian ROBINSON ,"Executive Headteacher, Castle Hill School, Huddersfield. For services to Children with Special Educational Needs and Disabilities.",West Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael George ROBSON ,"District Adviser, CHASE Operations Team, Port Loko, Sierra Leone.  For services to the Ebola Crisis Response in West Africa.",Lincolnshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter Michael ROGERS JP,"Director of Operations and Quality, 4Children and services to Scouting.  For services to Children and Families and voluntary service to Young People.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jeanette Rosa ROSENBERG ,"Head, Sensitive Casework Team, and Chair, Disability Advisory Group, Department for Business, Innovation and Skills. For services to the Civil Service Disability Network.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Rev Prof Kenneth Rankin ROSS ,"Chair, Scotland Malawi Partnership.  For services to the community in Malawi and to Scottish-Malawi Relations.",Argyll and Bute
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jacqueline Mary ROWELL ,"Network Manager, Universal Credit Operations Directorate, Department for Work and Pensions. For services to Public Administration.",Nottinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robin ROWLAND ,"Chief Executive, YO! Sushi.  For services to the Restaurant and Hospitality Industry.",Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Nichola Jane Katharine RUMSEY ,"Professor of Appearance Psychology, University of the West of England.  For services to People Affected by an Altered Appearance.",Somerset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Catherine Mary SABIN ,"President, Lawn Tennis Association.  For services to Tennis.",Shropshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sandra SAMUELS ,"Councillor, Wolverhampton City Council. For political service and services to Local Government.",West Midlands
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jane Thursa SANDERSON ,"Chief Executive, Drake Music Scotland.  For services to Music Education and People with Disabilities.",West Lothian
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susannah Claire SCHOFIELD ,"For services to Small Businesses, Young People and Women in Business.",Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor William SCOTT ,"Lately Chief Pharmaceutical Officer, Scottish Government.  For services to Healthcare.",Midlothian
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sally Ann SEALEY ,"Grade 7, Integration and Faith Directorate, Department for Communities and Local Government. For services to Interfaith Relations and Holocaust Remembrance.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip David SHADBOLT ,"Managing Director, Zeta Specialist Lighting Ltd. For services to Business and Innovation.",Buckinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Oliver John SHANLEY ,"Executive Director, Quality and Safety, Hertfordshire Partnership University NHS Foundation Trust.  For services to Mental Health and Disabilities Nursing.",Essex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Emily Fleur SHUCKBURGH ,For services to Science and Public Communication of Science.,Cambridgeshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor David SIGSWORTH ,"Lately Chairman, Scottish Environment Protection Agency.  For services to the Environment and Sustainable Futures.",West Lothian
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gurmukh SINGH ,"Patron, Khalsa Aid.  For services to Community Cohesion and charity.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Danielle SKELLEY ,"Director, Asset Management, Transport for London. For services to Transport in the UK.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Anthony SMITH ,For charitable services.,Hampshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Stephen William SMYE ,"Theme Lead, National Institute of Health Research Clinical Research Network.  For services to Healthcare Research.",North Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Colonel Carron Edward Mordaunt SNAGGE ,"Chief Executive, Reserve Forces and Cadets Association, Yorkshire and the Humber. For services to the Reserves and Cadets.",North Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Lesley SPUHLER ,"Chief Executive, Foundation of Light.  For services to Education and Improving Lives in the North East.",Tyne and Wear
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jessica MacDonald STEELE ,"Director, Jericho Road Solutions. For services to Community Assets in the UK.",East Sussex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Giselle Elizabeth STEWART ,For services to the Computer Games Industry in the North East.,Northumberland
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sarah Lesley STEWART ,"Chief Executive, NewcastleGateshead Initiative. For services to the Economy in the North East.",Tyne and Wear
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Annabel Margaret STILGOE JP,For charitable services.,Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Patricia Helen Ann STRAUGHEN ,For services to charity and Cancer Care in the North East of Scotland.,Aberdeen
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Heather Patricia STRAWBRIDGE ,"Chair, South Western Ambulance Service NHS Foundation Trust.  For services to Health and Care.",Somerset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor John Phillip SUMPTER ,"Professor of Ecotoxicology and Head, Institute for the Environment, Brunel University.  For services to the Science of Ecotoxicology in the Aquatic Environment.",Oxfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Kathleen Elizabeth TANNER ,"Professor of Biomedical Materials, University of Glasgow.  For services to Biomedical Engineering.",Glasgow
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul TENNANT ,"Chief Executive Officer, Orbit.  For services to Housing.",Warwickshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian THORNLEY ,"Non-Executive Director, Remploy Ltd. For services to Disabled People.",West Sussex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charles Basil TILLEY ,"Chief Executive Officer, Chartered Institute of Management Accountants.  For services to the Economy.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Nicholas Roden TODD ,"Inspector, Education and Training Inspectorate, Department of Education, Northern Ireland Executive.  For services to Education in Northern Ireland.",Belfast
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jane TOMKINSON ,"Chief Executive, Liverpool Heart and Chest Hospital NHS Foundation Trust.  For services to NHS Financial Management.",Shropshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Katharine TRACEY ,"Cabinet Member for Education and Children's Services, Wandsworth Borough Council. For services to Local Government.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Alan TURNBULL FRS FRENG,"Senior Fellow, Electrochemistry and Corrosion, National Physical Laboratory.  For services to Science and Industry.",Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Meena UPADHYAYA ,For services to Medical Genetics and the Welsh Asian community.,Cardiff
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Joanna VAN HEYNINGEN ,For services to Architecture and the Built Environment.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Christian VARLEY TD,"Estate Director, Clinton Devon Estates.  For services to Agriculture, the Environment and the Rural Community.",Devon
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Cedric Philip WAKE ,"Chief Executive, Nautical Institute. For services to the Maritime Industry.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Keith Ivor WAKEFIELD ,"Lately Leader, Leeds City Council. For political service and services to Local Government.",West Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Annalu WALLER ,"Chair, Human Communication Technologies, University of Dundee.  For services to people with Complex Communication Needs.",Dundee
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard John WARD ,"Head of Offender Learning, Department for Business, Innovation and Skills.  For services to Adult Education.",Bedfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew  Ronald WATSON ,"Detective Sergeant, Thames Valley Police. For services to Policing and Counter Terrorism.",Buckinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Wentworth WATSON ,"Founder and Director, Energise Sussex Coast. For services to the community in Sussex.",East Sussex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor John Keith WEIGHELL ,"Lately Leader, North Yorkshire County Council. For services to Local Government.",North Yorkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Arthur WELCH ,"Founder, Blackcircles.com.  For services to Business and voluntary service to Adoption and Fostering.",Edinburgh
