New Year Honours List 2016,,,,,
Order,Level,Award,Name,Citation,County
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Janet Ashley KELLY ,"Deputy Launching Authority, RNLI. For services to Maritime Safety.",Surrey
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Roger John KEMP ,"Professorial Fellow, Engineering Department, University of Lancaster.  For services to Engineering.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Miranda KIRSCHEL ,For services to Equal Opportunities in the Nuclear Industry.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen Alex KNOX ,"Lately Independent Monitoring Board Member, HMP Morton Hall.  For services to Prisoners.",Derbyshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Adrian Michael KOE ,"For voluntary service to Young People through the Downside Fisher Youth Club, Bermondsey, London.",Cambridgeshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Eva Margaret LAMBERT ,"For services to Sport, Education and Health in the community in Huddersfield, West Yorkshire.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor David Anthony LANCASTER ,"Councillor, Salford City Council. For services to the community in Salford and charitable services to Elderly People through the Salfordian Hotel Trust.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary LANCASTER ,For charitable services through the Lancaster Foundation.,Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Victor LAVERICK ,"Vice-President, Wilts and Berks Canal Trust.  For voluntary service to Waterways Management and Restoration.",Wiltshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Tony Kwok Fai LAW ,"President, South East Essex Chinese Association. For services to the Chinese Community in Southend.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martin LAWRENCE ,"Volunteer and University Ambassador, Crimestoppers.  For voluntary service to Crime Prevention in Northamptonshire.",Norfolk
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Janet Margaret LEACH ,"Head of Disabled Children’s Services, London Borough of Enfield. For services to Children with Special Educational Needs.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia LEADBEATER ,For voluntary service to First Aid through St John Ambulance in the West Midlands.,West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Philip Anthony LEASON ,"Customer Service Adviser, Staffordshire.  For services to Royal Mail and to the community in Stone, Staffordshire.",Staffordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian Russell LEE ,"Chair, Football Conference Trust and President, Football Conference.  For services to Football.",Buckinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth LEES ,"Deputy Director, Nursing and Patient Experience, East and North Hertfordshire NHS Trust.  For services to Nursing.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David LENAGAN ,For services to Greater Manchester Fire and Rescue Service and the Children's Burns Foundation.,Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Alice LESTER ,"Programme Manager, Planning Advisory Service. For services to Planning.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor David LEVIN ,"Founder, The Capital Hotel.  For services to Hospitality and Youth Training.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Alison LEWY ,"Founder, Fashion Angel.  For services to the Fashion Industry.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Susan Patricia LIBURD ,"For services to Business, Charities and Voluntary Organisations.",Lincolnshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Alan LITTLE ,"Founder Member, Helping Others Worldwide.  For voluntary and charitable services Abroad.",Armagh
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John William LOCKWOOD ,"Honorary Chairman, Lincolnshire Agricultural Society.  For services to Agriculture in Lincolnshire.",Lincolnshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Laura Margaret LOGAN WOOD ,"For services to the community in Chelmsford, Essex.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gina Maria LONG ,For charitable services in East Anglia.,Suffolk
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Eddie Peter LYNCH ,For services to Vulnerable and Disabled People through Bromley Mencap.,Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas Anthony LYNCH ,"Officer, Border Force, Home Office.  For services to Border Security and to charity.",Lincolnshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Rowena Orr MACAULAY ,"Student Support Services Officer and Disability-Equality Champion, University of Essex.  For services to Higher Education.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janice Irene Rosabelle MACBEATH ,"Lately Headteacher, Aldourie Primary School.  For services to Education and the community in Dores, Inverness-shire.",Inverness
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Ruth MACLAY ,"For services to People with Disablities, Children and the community in Hampshire.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Marion Catherine MACLEOD ,"National Co-ordinator, Scottish Practice Management Development Network, NHS Education for Scotland.  For services to Healthcare.",Glasgow
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kenneth Ian MACNAB ,For services to the Fishing Industry in Scotland.,Argyll and Bute
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Georgina Claire MAITLAND ,"Founder, Sandpiper Trust.  For services to Medical Emergencies.",Kincardineshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Helen MARRIAGE ,"Founder, Artichoke.  For services to the Arts and Outdoor Performance.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Austen Neil MARSH ,"Executive Officer, Coquelles Freight, Border Force, Home Office.  For services to Border Security.",Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sandra MARSTON ,"For services to the community in Tameside, Greater Manchester.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Matthew Thomas MARTIN ,For services to the Charitable Sector and the community in Norfolk.,Norfolk
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher George MATTHEWS-MAXWELL TD,For services to the Voluntary Sector.,Northumberland
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Wendy Penelope MAXWELL ,"Founder, Chill4Us Carers. For services to Carers.",Norfolk
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ruth Elizabeth MAYS ,For services to People with Visual Impairements and to Education in Leicestershire.,Leicestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Andrew MCCARTHY ,"Co-Founder, Music Theatre, Wales. For services to Music in Wales.",Cardiff
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Patrick MCCARTHY ,"Lately Councillor, Belfast City Council. For services to Local Government and Community Cohesion in Belfast.",Belfast
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Cyd MCCARTHY-AKRILL ,"Regional Director, Hull and Yorkshire, Barchester Healthcare.  For services to People with Learning Disabilities and Complex Needs in Hull and Yorkshire.",East Riding of Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane MCCLELLAND ,"Administrative Officer, High Net Worth Unit, Washington, HM Revenue and Customs.  For services to Taxpayers and voluntary service to Cancer Awareness.",Tyne and Wear
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Carmel Bridget MCCONNELL ,"Founder, Magic Breakfast charity. For services to School Food.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Christine Ann MCCOY ,"Manager, Diversity, Equality and Accessible Tourism, VisitScotland.  For services to Social Equality.",Fife
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Diane MCCREA ,"Lately Vice Chair of the Board and Chair of the Welsh Committee, Consumer Council for Water.  For services to the Water Industry and its Customers.",South Glamorgan
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Isabella Kean MCCUE ,"Chair, Theatre Nemo.  For services to the Arts and Disadvantaged People in Scotland.",Lanarkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Anita Christina Teresa MCGOWAN ,"Lecturer and Personal Tutor, Croydon College.  For services to Further Education and to the community in Sutton and Croydon.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Judith Barbara MCGREGOR ,"Head of Programmes, Skills Academy for Health North West, Health Education England.  For services to Health Education in the NHS.",Merseyside
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Vivienne MCGUIRE ,"Bequest Secretary, University of Dundee.  For services to Anatomy Bequeathal.",Dundee
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Anne MCILVEEN ,"Founder, Salt and Light.  For services to the community in Glasgow.",Glasgow
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Colin MCKEOWN ,"Founder, LA Productions.  For services to Drama Production and the community in Liverpool.",Merseyside
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Heather Lyn MCKISSACK ,"Senior Mistress, King's College School, Wimbledon. For services to Education.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Dianne MCMILLAN ,For services to Swimming and Disability Awareness.,Antrim
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edwin James Bratten MCMURRAN ,"Chairman, Belfast Boys' Model School Board of Governors and Member, Board of Governors, Glenwood Primary School.  For services to Education in Northern Ireland.",Belfast
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter MCQUADE ,"Founder, Paris to Hayling Charity Cycle Ride. For services to Charity and Sports Fundraising.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Rekha MEHR ,For services to Entrepreneurship and Enterprise.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Jayshree MEHTA ,"President, Bharat Hindu Samaj, the Hindu Temple and Chair, Sangam Indian Women's Association. For services to the community and Community Cohesion in Peterborough.",Cambridgeshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison MIHAIL ,"Thames Valley Area Development Committee, The Prince's Trust.  For services to Young People.",Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen James MILLER ,Athlete. For services to Sport.,Northumberland
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian MIRFIN ,"Co-Founder, Red Star Athletics Club.  For services to Disability Sport.",Glasgow
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Cedric MOON ,"Lately Band D, Flood and Coastal Risk Management, Welsh Government.  For services to Equality and voluntary service to the Deaf Community in South Wales.",Cardiff
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Audrey May MOORE ,"Senior Executive Officer, Ministry of Defence.  For public and voluntary services to the Royal Marines.",Devon
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sandra Ann MORGAN ,"For services to the community in Worplesdon, Surrey.",Surrey
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Cargin Nevil MOSS ,"For services to Taekwondo, community and charity.",Northamptonshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Rev'd Canon Brian MOUNTFORD ,"Vicar, University Church of St Mary The Virgin, Oxford.  For services to Ecclesiastical Heritage.",Oxfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Douglas MOUTRIE ,For services to People with Disablities in Kent.,Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nathan Wayne MUNSON ,"Detective Sergeant, Hazardous Substances Industry Engagement Officer, Office for Security and Counter- Terrorism, Home Office. For services to Counter-Terrorism.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony Harkness MURRAY ,For services to the community in Wooler and the County of Northumberland.,Northumberland
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher John MURRAY ,"Chief Executive Officer, Xoserve Limited.  For services to Skills in the Energy and Utility Sector and to charity.",Leicestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lorraine MURRAY ,For services to Industry and the community in Ayrshire.,Ayrshire and Arran
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Saravanamuttu MYLVAGANAM ,"Lately Strategic Unit Network Manager, Department for Business, Innovation and Skills. For public service and services to the Tamil community in the UK and Sri Lanka.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Satpal Singh NAHL ,"Officer, Bradford Group, HM Revenue and Customs.  For services to Taxpayers and Public Administration.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Yasmin Mohammed Farooq NATHANI ,"Director, Shama Women's Centre. For services to the Empowerment of Women in Leicester.",Leicestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John NELSON ,"Director, Nelson Distribution Ltd. and Leader, Belper Town Council.  For services to the community in Belper, Derbyshire.",Derbyshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph Martin NEVILLE ,Clay Target Shooting Coach. For services to Competitive Shooting.,Derbyshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Tracey NEVILLE ,"Head Coach, England Netball Squad. For services to Netball.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carol NICE ,"Founder, Stepping Stones Play and Learn Group, Colchester. For services to Children with Special Educational Needs and Disabilities.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Blanche NICOLSON ,"Practice Development Manager, Hansel Group of Charities.  For services to People with Learning Difficulties and their Families.",Ayrshire and Arran
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger Hugh NIELD ,"Lately Inspector, Surrey Police. For services to Neighbourhood Policing particularly through Social Media.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosanna Mary NOAD ,"Officer, Paladin Team, Border Force, Home Office.  For services to Child Protection.",Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jacqueline Anne OATLEY ,"Sports Broadcaster and Board Member, Women in Football.  For services to Broadcasting and Diversity in Sport.",Surrey
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Asha ODEDRA ,"Violence Against Women and Girls Strategy Manager, Operations Directorate, Crown Prosecution Service. For services to Law and Order.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter James OGDEN ,"Senior Executive Officer, Department for Environment, Food and Rural Affairs. For services to Public Administration and voluntary service to Young People and charity.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Christina Ruth O'KEEFFE ,"For services to the community in Lewes, East Sussex.",East Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Annie Brenda OLLIVIERRE-SMITH ,"Cath Lab Manager and Lead Cardiac Nurse, BMI The London Independent Hospital.  For services to Cardiac Nursing.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Kathleen Rose O'ROURKE ,"Vice Chair of the Governing Body, City and Islington College.  For services to Further Education.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Paulette Jean OSBORNE ,"Headteacher, St Matthew's CofE Primary School, Birmingham.  For services to Education.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Judith OWER ,"Founder and Chief Executive Officer, Playmob.  For services to Entrepreneurship.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Allan Anthony PACEY ,"Professor of Andrology, Department of Oncology and Metabolism, University of Sheffield.  For services to Reproductive Medicine.",South Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Justin James PACKSHAW ,"For services to Expeditions, Youth Development and charity.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janice Anne PALLAS ,"Chair, NSPCC Fundraising Committee, Newcastle upon Tyne.  For charitable services to Children and Families.",Tyne and Wear
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Lt Cdr Geoffrey David PALMER RN (RTD),"Management Committee Member, Portsmouth Unit. For voluntary service to Young People through the Sea Cadet Corps.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Karnail Singh PANNU ,"For services to the community in Windsor and Maidenhead, Berkshire.",Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Benjamin Anthony PARKER ,"Chairman, River Bourne Community Farm.  For voluntary service to the community in Salisbury, Wiltshire.",Wiltshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Douglas Alan PARKER ,"For services to the community in Congleton, Cheshire.",Cheshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John PARLE ,"For services to Education and to the community in Widnes, Cheshire.",Cheshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Elizabeth PARSONS ,"For services to Disabled and Disadvantaged People in Bristol, South Gloucestershire and North Somerset.",Somerset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Juliette PATON ,For services to charity in Aberdeenshire.,Aberdeen
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kristine Farquhar PAWSON ,For voluntary and charitable service in Aberdeenshire.,Aberdeenshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs June Yvonne PEARSON ,For services to the community in Devon and Wiltshire.,Wiltshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David PECK ,"Chair of Governors, Ravenscliffe High School and Sports College, Halifax, West Yorkshire. For services to Education.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maureen Phillips PERERA ,"Founder, Sri Lanka Children’s Appeal.  For services to Disabled Children in Sri Lanka.",Nairn
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Carol Maria PHILLIPS ,For services to Industry in Northern Ireland.,Down
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Paula PHILLIPS ,"Nurse Consultant, Child and Adolescent Forensic Mental Health Services, South West Yorkshire Partnership NHS Foundation Trust. For services to Mental Health Nursing.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard Escricke PHILLIPS ,For services to Music and the Arts.,Warwickshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian Patricia PLATT ,For services to Floral Art and the community in Bolton.,Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Steven PLEASANT ,"Chief Executive, Tameside Metropolitan Borough Council. For services to the Welfare and Housing of Asylum Seekers and Refugees.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Susan POLLACK ,For services to Holocaust Education.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert John POOLEY ,For services to Business and to Aviation.,West Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Clifford Joseph PRICE ,For services to Music and Young People.,Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diane Marie PRICE ,"Founder, InDiGo.  For services to Children and Young People with Special Educational Needs and Disabilities and their Families in Blackburn with Darwen, Lancashire.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terence PRIEST ,"Director, Biological Services Facility, University of Manchester.  For services to Laboratory Animal Care and Welfare.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David William PROUT ,"Perinatal Community Mental Health Nurse, Southern Health NHS Foundation Trust.  For services to Community Mental Health Nursing.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael PUSEY ,"Founder, Peckham BMX Club.  For services to Youth Sport in South London.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jaz RABADIA ,"Senior Manager of Energy and Initiatives, Starbucks and STEM Ambassador. For services to Sustainability in the Energy Management Sector and Diversity in the STEM Sectors.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Patrick RAFFERTY ,"Co-Founder, Music Theatre, Wales. For services to Music in Wales.",South Glamorgan
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Caroline RAFTREE ,"Executive Officer, Ministry of Defence.  For services to Military Heritage and Commemoration.",Gloucestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Afsheen Kabir RASHID ,"Founding Director and Chief Operating Officer, Repowering London.  For services to Renewable Energy Projects in Deprived London Communities.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Edith Nellie Ethel RAY ,"Scout Leader and Classroom Assistant, Alex Macleod School, Abbey Wood, London.  For services to Education.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Shaun RAYNER JP,"Magistrate and Chair, Essex Family Panel.  For services to the Administration of Justice and the community in Essex.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Asad RAZZAQ ,"Leader, Community Action to Change Harehills. For services to Young People and the community in Harehills, Leeds.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Abdullah REHMAN ,"Chief Executive, Balsall Heath Forum. For services to the community in Balsall Heath, Birmingham.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William David REILLY ,"Chair, Board of Governors, Omagh Academy and Governor, Newtownstewart Model and Gibson Primary Schools. For services to Education.",Tyrone
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martin John RIGLEY ,"Managing Director, Lindhurst Engineering.  For services to Business and Innovation.",Nottinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Caroline Elizabeth ROBERTS ,"Member, Disciplinary Committee, Conservative Party.  For political service.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bryan Walter ROBINSON ,"For services to the community in Donington, Lincolnshire.",Lincolnshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Katrina ROBINSON ,"Solicitor and Head of Legal Services, Viridian Housing and Chair, Tenancy Fraud Forum. For services to Social Housing.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Linda June ROBINSON ,"Co-Founder and Senior Co-ordinator, The Home-Start Scheme, Uttlesford.  For services to Children and Families.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Daniel James RODDY ,"For services to Business and the community in Derry, Londonderry.",Londonderry
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian John ROLFE ,"For services to the community in Lawford and Tendring, Essex.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Eric ROONEY ,"Consultant in Dental Public Health, Public Health England.  For services to Dentistry.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Anthony ROSE ,For services to Musical Education and Conservation in the UK and Abroad.,Inverness-Shire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Philip James ROUND ,"Lately Chief Executive, Herefordshire and Worcestershire Group Training Association.  For services to Apprenticeships and Skills.",Herefordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lindsey Jane ROUSSEAU ,"Founder and Facilitator, National Sensory Impairment Partnership, National Deaf Children’s Society, London. For services to Special Educational Needs.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Oonagh ROWDEN ,"Customer Enquiry Team Supervisor, Northern Ireland Executive. For services to Benefit Claimants and services to the community and charity in Downpatrick, County Down.",Down
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Julia Aline SAMUEL ,"Founder Patron and Trustee, Child Bereavement UK.  For services to Bereaved Children.",Somerset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Paula Kathleen SANSOM ,"Lately Head of Operational Management, Save the Children.  For Humanitarian services to Emergency Healthcare Abroad.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Mccree SCOTT ,"Magistrate, Sunderland. For services to the Administration of Justice and to the Railway Community.",Tyne and Wear
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael SEABOURNE ,"Lately National Vice Chairman, Royal Military Police Association. For voluntary service to Armed Forces Personnel and their Families.",Cambridgeshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Wilson SENIOR TD,For services to the community in Scarborough and to the Armed Forces through Heroes Welcome.,North Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Anne SEYMOUR ,For services to Asylum Seekers and Refugees in South Tyneside.,Tyne and Wear
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Manuel SHALIT ,For services to the City of London Corporation and voluntary service to Older People in London.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Elizabeth SHAPLAND ,"Bereavement Counsellor, HMP Bullingdon.  For voluntary service to Bereaved Offenders and their Families.",Oxfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Darren John SHARE ,"Head of Parks, Birmingham City Council. For services to the Environment in Birmingham.",Worcestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mukesh SHARMA DL,"Managing Director, Selective Travel Management.  For services to the Travel Trade in Northern Ireland.",Antrim
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm  Ernest SHARP ,For services to Town and Country Planning in England.,Nottinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kathleen SHAYLER ,"Foster Carer, Wolverhampton Council Fostering Service. For services to Children and Families.",Dorset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roy SHAYLER ,"Foster Carer, Wolverhampton Council Fostering Service. For services to Children and Families.",Dorset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jane SHORT ,For services to the Art and Craft of Enamelling.,East Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Tim SIGSWORTH ,"Chief Executive, Albert Kennedy Trust.  For services to Homeless Young Lesbian, Gay, Bisexual and Transgendered People.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Anne Patricia SIMPSON ,For services to the Treatment of Postnatal Depression in the Highlands.,Inverness
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Zara SMART ,"Diary Manager to the Cabinet Secretary, Cabinet Office.  For services to Public Administration.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Enza SMITH ,"Founder, Kinship Carers UK.  For services to Children and Families.",Worcestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Anthony SMITH ,"Lately Constable, Metropolitan Police Service and Founder, Word 4 Weapons. For services to the Reduction of Knife and Gun Crime.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Philip Henry SMITH ,"For services to Business and to the community in Milton Keynes, Buckinghamshire.",Buckinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Rosemary SMYTH ,"Head of Music, Ballyholme Primary School.  For services to Education.",Down
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sheila SOMERVILLE ,"Honorary Secretary, Edinburgh Royal Infirmary Samaritan Society.  For services to Patients and their Families in Edinburgh.",Edinburgh
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Diane SOUTHWORTH ,"Chair of Governors, The SABDEN Multi Academy Trust, East Sussex. For services to Education.",East Sussex
