,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Robert JOHN ,"Lately Chief Executive Officer, Welding Institute.  For services to Industry.",Cornwall
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Ronald John JOHNSTON FBA,"Professor of Geography, University of Bristol.  For services to Scholarship.",Wiltshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Helen JONES ,"Professional Adviser, Children in Care Division, Department for Education.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pauline Ann JONES ,"Assistant Director, Children's Workforce Development Council.  For services to Early Years Education.",Nottinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Richard Alec JONES ,"Conflict Adviser, Afghanistan, Department for International Development.",Somerset
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Kanwaljit KAUR-SINGH ,"Chair, British Sikh Educational Council.  For services to Education and to Inter-Faith Understanding.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Judith KELLY ,"Tobacco Policy Branch Manager, Excise Policy, Manchester, HM Revenue and Customs.",Greater Manchester
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Ian KIMBER ,"Professor and Chairman of Toxicology, University of Manchester.  For services to Science.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Diane KINGABY ,"Sure Start Children's Centres Service Manager, Nottinghamshire County Council.  For services to Families.",Nottinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Louise Anne KINGHAM ,"Chief Executive, Energy Institute.  For services to the Energy Industry.",Buckinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Douglas John KIRKPATRICK ,"Grade B1, Ministry of Defence.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Hawa Bibi LAHER ,"Headteacher, Spring Grove Junior, Infants and Nursery, Kirklees, West Yorkshire. For services to Education.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Richard LANE ,"Lately Director of Science, Natural History Museum.  For services to Museums.",West Sussex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Captain Victor Richard LAW KSTJ,For voluntary service to St John Ambulance.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Kenneth LEES ,"Lately Governor, HM Prison Acklington, Northumberland, Ministry of Justice.",Northumberland
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Hon John Barnabas LEITH ,For services to the Bahá’í Faith and to Inter-Faith Relations.,Hertfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Clive Oscar LEWIS ,"Chairman, REACH Project and Director, Globis Ltd.  For public service.",Gloucestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Rhisiart Tomos LEWIS ,"Lately Chairman, Board of Directors, South Caernarfon Creameries.  For services to the Dairy Industry.",Gwynedd
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ann Geraldine LIMB DL,For public service and for services to Education.,Buckinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Beverly Isadore LINDSAY ,For services to Business and to the community in Birmingham.,West Midlands
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jean Elizabeth LLEWELLYN ,"Chief Executive, National Skills Academy for Nuclear.  For services to the Energy Industry.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Charles LOCKWOOD ,"Managing Director, Thales.  For services to Industry in Scotland.",Surrey
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Charles Edward LORD JP,"Lead for Equalities and Social Inclusion, Local Government Association.  For public service.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire, John Neil LOUGHHEAD ,"Executive Director, UK Energy Research Centre.  For services to Technology.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Moncrieff LOWRIE ,"Chief Executive, Adur District Council and Worthing Borough Council.  For services to Local Government in West Sussex.",East Sussex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David LYLE ,"Chief Executive, Lyle Bailie International.  For services to Road Safety in Northern Ireland.",Down
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Douglas Thomas MAHONEY ,"International Trade Director, West Midlands Region, Department for Business, Innovation and Skills.",West Midlands
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Rajinder Kaur MANN ,For services to Black and Minority Ethnic People.,West Midlands
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham Leslie MARCHANT ,For services to the Arts.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Stephen MARSH-SMITH ,For services to the Environment and to Conservation on the Rivers Wye and Usk.,Powys
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Claire MARTIN ,Jazz Singer.  For services to Music.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Darren MARTIN ,"Chief Executive, Lesbian and Gay Foundation.  For services to Equal Opportunities.",Greater Manchester
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Thomas MCALPINE ,"Chairman, Mood Swings Network Charity.  For services to Mental Healthcare.",Greater Manchester
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Christine Byrne MCCANN ,"Lately Headteacher, Notre Dame Catholic College for Arts, Liverpool. For services to Education.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Alexander MCCLURG MBE,"Chairman, Northern Ireland Police Fund.  For services to the Police in Northern Ireland.",Antrim
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip MCDONAGH ,For public service in Northern Ireland.,Belfast
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roy James MCEWAN ,"Chief Executive, Scottish Chamber Orchestra.  For services to Music.",Edinburgh
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor William MCKELVEY ,"Chief Executive and Principal, Scottish Agricultural College.  For services to the Agricultural Industry.",Edinburgh
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David MCKENNA ,"Chief Executive, Victim Support Scotland.  For services to Disadvantaged People.",Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Alan Lorimer MCKENZIE ,"Director of Medical Physics and Bioengineering, University Hospitals Bristol NHS Foundation Trust. For services to Medicine.",Bristol
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John MCMULLAN MBE,"Chief Executive, Bryson Charitable Group.  For services to Social Enterprise in Northern Ireland.",Antrim
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Bernadette MCNALLY ,"Director, Social and Primary Care Services and Executive Director, Social Work, Belfast Health and Social Care Trust.  For public service.",Belfast
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Heather Jean MELLOWS ,"Lately Consultant Obstetrician and Gynaecologist, Doncaster and Bassetlaw Hospitals NHS Foundation Trust, South Yorkshire.  For services to Medicine.",South Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Emran MIAN ,"Lately Secretary, Independent Review of Higher Education Funding and Student Finance, Department for Business, Innovation and Skills.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Iain Henry MILLER ,"Vice-Chairman, Doosan Power Systems Ltd. For services to the Engineering Industry.",Ayrshire and Arran
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jane White Bridgid MILLER ,"Headteacher, West Earlham Infant School, Norfolk. For services to Education.",Norfolk
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr William Hugh MILROY ,"Chief Executive, Veterans' Aid.  For services to ex-Servicemen and Women.",Gloucestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Meena MODI ,"Headteacher, Chater Infant School, Hertfordshire. For services to Education.",Middlesex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John Michael MOHIN ,For services to Industry and to Charity in the North West.,Staffordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter Kevin MOORE ,For services to the Life Sciences and Chemicals Industry in Scotland.,Lanarkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham John MORRIS ,For services to the Motor Industry and to Charity.,Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Mia Judith MORRIS ,For services to Black Heritage and to the community in South London.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith MOWBRAY ,"Group Business Development Director, Dytecna Ltd.  For services to the Defence Industry.",Herefordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Angela Mary MURPHY ,"Deputy Vice-Chancellor (International), University of Central Lancashire.  For services to Higher Education.",Lancashire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Wendy MURPHY ,"Grade B2, Ministry of Defence.",Wales
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James MURRAY ,For services to People with Autism.,Merseyside
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Roger Harvey NEIGHBOUR ,"Primary Care Educator, London. For services to Medical Education.",Hertfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen Christopher NEVILLE ,For charitable services.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Donald NICOLSON ,"Director, University of Strathclyde Law Clinic.  For services to the Legal Profession.",Argyll and Bute
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Bronwen Eileen NORTHMORE ,"Lately Director, Cleaner Fossil Fuels Directorate, Department of Energy and Climate Change.",Middlesex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Frank Goodwin NORVILLE ,"Chairman, Norville Optical.  For services to Manufacturing.",Gloucestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Elisabeth Willemien PAICE ,"Visiting Professor, Professorial Department of Surgery, Imperial College. For services to Medicine.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John David PARKINSON ,"Assistant Chief Constable, West Yorkshire Police.  For services to the Police.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Nigel PARKINSON ,"Head, Devolution Branch, Devolved Countries Unit, HM Treasury.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mayank Bachubhai PATEL ,"Group Chairman and Chief Executive Officer, Azibo Group.  For services to the Financial Services Industry and to Entrepreneurship.",Buckinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Audrey Margarete PATERSON ,"Director of Professional Policy, Society of Radiographers.  For services to Healthcare.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Kay PATTISON ,"National Research Programme Manager, Research and Development Directorate, Department of Health.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Beverley PENNEY ,For services to Ramblers Cymru.,Vale of Glamorgan
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Geoffrey Norman James PORT ,For services to Higher Education.,Bristol
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Catherine PURDY ,"Chief Executive, Vela Homes (incorporating Housing Hartlepool). For services to Local Government.",Durham
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark PYPER ,"Lately Principal, Gordonstoun School, Elgin. For services to Education.",Oxfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Nirmala RAO ,"Pro-Director (Learning and Teaching) and Professor of Politics, School of Oriental and African Studies.  For services to Scholarship.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Samuel Glenn REILLY ,"Lately Principal, Limavady High School.  For services to Education in Northern Ireland.",Londonderry
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jeremy Whichcote Phillips RICHARDSON ,"Lately Chief Executive, Injured Jockey's Fund.  For services to Horseracing.",Suffolk
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charles Mark RIDGWAY ,"Managing Director, Group Rhodes.  For services to Industry.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip ROBERTS ,"Assistant Director, Airspace Policy, Civil Aviation Authority.  For services to the Airline Industry.",Oxfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon ROBERTS ,"Chief Executive Officer, Centre for Sustainable Energy.  For services to the Renewables Industry.",Bristol
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas ROBERTSON ,"Chief Executive, ASOS.com.  For services to the Fashion Industry.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Rebecca RUMPLER ,"Founding Director, Side-by-Side. For services to Special Educational Needs.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen RUMSEY ,For services to Nature Conservation.,East Sussex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kuldip RUPRA ,For services to Black and Minority Ethnic Communities in the East of England.,Bedfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Henry SANDERS ,"Chief Executive, Bury Council.  For services to Local Government.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher SCHULTHEISS ,"Chief Executive, Superletter.com.  For services to the Armed Forces.",USA
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Diana Catherine Brett SCHUMACHER ,"For services to the Environment, Sustainable Development and to Humanitarian Issues.",Surrey
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Edwin SEWELL ,For services to Business and to the community in Kingston-upon-Hull.,East Riding of Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jill SHORTLAND ,For services to Local Government in Somerset.,Somerset
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Nasser SIABI ,"Chief Executive, Microlink PC (UK) Ltd.  For services to Disabled People.",Hampshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Mona SIDDIQUI ,"Director, Centre for the Study of Islam, University of Glasgow.  For services to Inter-Faith Relations.",Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alan SMITH ,"Head, Data Visualisation Unit, Methodology Directorate, Office for National Statistics.",Hampshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Hon Anna Gwenllian SOMERS COCKS ,For services to the Arts.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David SPARKES ,For services to Swimming.,Worcestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Marcelle SPELLER ,Philanthropist. For services to the Voluntary Sector.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Hall SPENCER ,"For services to Business, Charity and to Young People in London.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gavin STEWART ,"Lately Deputy Pension Centre Manager, Motherwell Pension Centre, Pension, Disability and Carers' Service, Department for Work and Pensions.",Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Peter Gregory STONE ,"Professor of Heritage Studies, International Centre for Cultural and Heritage Studies, Newcastle University.  For services to Heritage Education.",Northumberland
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew John STRAUSS MBE,England Captain.  For services to Cricket.,Buckinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Victor SUTTON ,"Principal, Greig City Academy, London Borough of Haringey. For services to Education.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jenny TALBOT ,"Programme Manager, No One Knows, Prison Reform Trust.  For services to People with Special Needs.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Samantha TAYLOR-WOOD ,Artist and Photographer.  For services to the Arts.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr David William Roger THACKRAY ,"Head of Archaeology, National Trust.  For services to Heritage.",Gloucestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Jeremy Ambler THOMAS ,"Professor of Ecology, Department of Zoology, University of Oxford.  For services to Science.",Dorset
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Gear THOMAS ,"Chief Executive Officer, Gatehouse Bank.  For services to Islamic Financial Services.",Hampshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr George Jolyon Hay THOMSON ,"Government Lawyer, Department for Environment, Food and Rural Affairs.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen TILLEY ,"Senior Manager A, HM Prison Full Sutton, York, Ministry of Justice.",East Riding of Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James TIMPSON ,"Chief Executive, Timpson Ltd.  For services to Training and Employment for Disadvantaged People.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Glyn VAUGHAN ,"Area Flood and Coastal Risk Manager (Cumbria and Lancashire), Environment Agency.",Cumbria
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ramesh Kumari VERMA ,"Chief Executive, EKTA Charity. For services to Older People in East London.",Essex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Adrian VOCE ,"Director, Play England.  For services to Children.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Harold Edward WARDLE JP,For services to the community in Shropshire.,Shropshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gillian WEARING ,Conceptual Artist.  For services to Art.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William WEBB ,"Lately Chief Executive, Progressive Building Society. For services to the Financial Services Industry in Northern Ireland.",Down
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gillian  Margaret WEEKS ,"Regulatory Affairs Director, Veolia Environmental Services.  For services to the Waste Industry.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor William James WELLS ,"Lately Chief Executive, Tayside NHS Board.  For services to Healthcare.",Fife
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Lee John WESTWOOD ,For services to Golf.,Nottinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Haydn WHITE ,"Chairman, Infrastructure Committee, British Standards Institution.  For services to the Water Industry.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Elizabeth Ann WILLIAMS ,"Principal, West Suffolk College.  For services to Further Education.",Suffolk
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Geraint Trefor WILLIAMS ,"Professor of Pathology, Cardiff University School of Medicine.  For services to Medicine.",Cardiff
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip John WILLOUGHBY JP,For services to the City of London Corporation and to Charity.,Hertfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jean Ellen WILLSON ,For services to People with Learning Disabilities and their Family Carers.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Charles Basil WOODD ,"Team Leader, Community Development Team, Community Action Division, Department for Communities and Local Government.",Wiltshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Susan Mary WOODFORD HOLLICK ,For services to the Arts.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Sidney WOODWARD JP,For services to the Health and Safety Executive.,Bedfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Jenny Shalina WYNNE ,For services to the Papal Visit.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Fiona Margaret ADAMS ,"For services to the community in Moseley, Birmingham.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas Arthur ADAMS ,For services to the Voluntary Sector.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Morrison ALEXANDER ,For services to Scottish Traditional Music.,Moray
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Liaquat ALI ,For services to Local Government in the London Borough of Waltham Forest.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond George ALLSOP ,For services to the community in Stafford.,Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joyce AMATO ,"European Co-ordinator, Newham College of Further Education, London. For services to Education.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison ANDERSON ,For services to Anatomical Pathology.,Glasgow
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Don ANTHONY ,For services to Sport.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Graham Eric ARCHARD ,"General Medical Practitioner, Christchurch, Dorset. For services to Healthcare.",Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter ARMITAGE ,For services to Amateur Theatre in West Yorkshire.,West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jonathan ARNOLD ,For services to English Furniture Makers.,Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Coral Rosa ASHBY ,"Administrative Officer, Debt Management and Banking, Swansea, HM Revenue and Customs.",Neath Port Talbot
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul ASHLEY ,"Chairman, Clark Door Ltd.  For services to Industry in Cumbria.",Cumbria
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter David ATKINS ,For services to Journalism and to the community in Staffordshire.,Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Kate ATKINSON ,Author.  For services to Literature.,Edinburgh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Stephanie ATKINSON ,"Professor of Design and Technology Education, University of Sunderland.  For services to Higher Education.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian AUGUST ,"For voluntary service to the Alnwick Garden, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lynne Anita BABBINGTON ,For services to Educational Psychology in the London Borough of Harrow.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Brenda May BAILEY ,"For services to the community in Chacewater, Cornwall.",Cornwall
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph William BALDWIN ,For services to Health and Safety in the Construction Industry.,Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr David Melville BALFOUR ,"Professional Executive Committee Chairman and Clinical Director, NHS Hampshire. For services to Healthcare.",Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Katherine BANCE ,"For services to the community in Penge, London Borough of Bromley.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Lady Frances Barbara Molyneux BANHAM ,For services to the community in Cornwall.,Cornwall
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lilian BARKER ,"For services to the community in Chesterton, Newcastle-under-Lyme, Staffordshire.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lavinia Blanche BARLOW ,For voluntary service to Macmillan Cancer Support.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diana Francesca Caroline Clare BARRAN ,For services to the Victims of Domestic Violence.,Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Maureen BATESON ,For services to Blackburn with Darwen Borough Council.,Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Anne BAXTER ,"For voluntary service to Girlguiding in the Forth Valley, Scotland.",Stirling and Falkirk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Ann BAZELEY ,For services to the Samaritans Central London Branch.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mark BEAUTEMENT ,"Grade C1, Ministry of Defence.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John William BEAVIS ,"Grade C2, Ministry of Defence.",Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Llewellyn BEBB ,"Lately Chairman of Governors, Chelmsford County High School for Girls.  For voluntary service to Education.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Noel Brian BEDDER ,For services to the community in Leicester.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Linda BEDDOWS ,"For services to the community in Lytham St Annes, Lancashire.",Lancashire
