,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher MCPHEE ,"Manager E, HM Prison Hull, East Riding of Yorkshire, Ministry of Justice.",East Riding of Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Mae MCQUILLAN ,"Chair, Women's Support Network.  For services to the community in Northern Ireland.",Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terence William MEAD ,For services to the Film Scanning Industry.,Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian MEHARG ,"For voluntary service to the Royal National Lifeboat Institution, Bangor, County Down.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Sqn Ldr Kevin MEHMET ,For voluntary service to the City of London Corporation and to Young People in South East London.,Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Robert METCALF ,"For services to the community in Preston, Lancashire.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Christina MILES ,For services to Education and Young People in Fife.,Fife
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Lesley MILLAR ,"Professor of Textiles, University for the Creative Arts.  For services to Higher Education.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Emily MILLINGTON SMITH ,For services to Older People and to Carers in East Anglia.,Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Florence Myrtle Ann MITCHELL ,For voluntary service to Cancer Research in Northern Ireland.,Antrim
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Henry McClure MITCHELL ,"Lately Chairman, Board of Trustees, Concordia, East Sussex.  For services to Young People.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David William MONKS ,"For services to Blind and Partially Sighted People in Coventry, West Midlands.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Margaret MOORE ,For services to Girlguiding and to Young People in Northern Ireland.,Armagh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison Jane MORBY ,For services to Older People and to Public Health in West Yorkshire.,West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sarah MORELAND ,"Senior Advanced Skills Practitioner, Oaklands College, Hertfordshire.  For services to Further Education.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger John MOREY ,"For voluntary service to St Rocco's Hospice, Warrington, Cheshire.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Betty Doris MORLEY ,Keep Fit Teacher.  For voluntary service to Physical Activity in Nottingham.,Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher Charles John MORRELL ,"Teacher and Rowing Coach, The Windsor Boys' School.  For services to School Sport.",Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andrew MORRIS ,For public service.,Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kathryn Margaret MORRISON ,For services to Inter-Faith Relations in Leicester.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Isobel Mary MORROW ,For services to the community in the Thames Valley.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Sarah MOWER ,For services to the Fashion Industry.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Gerald MUIR ,"Senior Public Financial Management Adviser, Iraq, Department for International Development.",AUSTRALIA
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia MULLAN ,"Access to Work Adviser, Employment Division, Department for Employment and Learning, Northern Ireland Executive.",Tyrone
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Hilary MULLIS ,"Executive Officer, Pension, Disability and Carers' Service, Department for Work and Pensions.",Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Isabella Sinclair MUNRO ,"For services to the community in Amersham, Buckinghamshire.",Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher MUNT ,"Chairman, Service User Council, Hertfordshire Partnership NHS Foundation Trust. For services to Mental Healthcare.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph MURPHY ,"Welding Instructor, BAE Systems Submarine Solutions.  For services to the Defence Industry.",Cumbria
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert George MUSGRAVE ,"Youth and Community Worker, Providence House Christian Centre, London Borough of Wandsworth.  For services to Young People.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Sohail NAWAZ ,"Director of Shahbash, Preston.  For services to Community Cohesion.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Teresa NEATE ,"Practice Educator/Adviser, District Nursing, Lansdowne Hospital, Cardiff.  For services to Healthcare.",Cardiff
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward NEESON ,For voluntary service to Young People in Northern Ireland.,Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David NEWELL ,"Schools Safety Adviser, Chiltern Railways.  For services to the Rail Industry.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David James NEWTON ,"Engineering Specialist, AWE plc. For services to the Defence Industry.",Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William Charles NICHOLLS ,"For services to the community in Heath Town, Wolverhampton, West Midlands.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Lawrence NORTHAM ,"Project Worker, GMB Southern Region.  For services to Lifelong Learning.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David NUNN ,"Community Psychiatric Nurse, Derbyshire Mental Health Services NHS Trust. For services to Healthcare.",Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robin Edgar Norman OAKE QPM,For voluntary service to the Order of St John in England.,Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Ann Katherine OAKES-ODGER ,For services to the Prevention of Knife Crime.,Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sonja Maria OATLEY ,"For services to the community in Staffordshire, West Midlands.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauline Ellen OBEE ,For charitable services to St Francis Hospice and Rainbow Trust Children''s Charity in Essex.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret OLDHAM ,"For services to Disabled People in Lowestoft, Suffolk and Great Yarmouth, Norfolk.",Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joanna Louise Meritta Walters OLIVER ,"Director, Global Programmes, Construction Equipment Association.  For services to Industry.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger OLLEY ,"Project Manager, Fathers Plus.  For services to Families.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen Neville OSBALDESTON ,"Sergeant, Derbyshire Police.  For services to the Police.",Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malachy John O'SULLIVAN ,"For services to the community in Southend-on-Sea, Essex.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sarah Dilys OUTEN ,"For services to Rowing, Conservation and to Charity.",Rutland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Mervyn OWEN ,For services to Rugby Union.,Cumbria
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kim OWEN ,"Principal Construction Project Manager, Welsh Assembly Government.","Rhondda, Cynon, Taff"
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia OXLEY ,For services to Poetry.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Namita PANJABI ,"Co-Founder, Masala World. For services to the Hospitality Industry.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm Brian PARIS ,"Chairman, Abbeyfield Brighton and Hove and Abbeyfield Sussex Weald Societies. For services to Older People.",East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael PARK ,"For voluntary service to the Cockermouth Mountain Rescue Team, Cumbria.",Cumbria
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Colin PARKIN ,"Director of Facilities, York St John University.  For services to Higher Education.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Julian PARNALL ,"Higher Executive Officer, Child Support Agency, Department for Work and Pensions.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Adrian PARTON ,For services to Microbiology.,Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bipinchandra Dharamshi PATEL ,"Vice-Chair of Governors, Working Men's College, London.  For services to Adult and Further Education.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles Brian PATTERSON ,"For voluntary service to HM Coastguard, Holy Island, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Geoffrey Denys PAVER ,"For services to the community in Budleigh Salterton, Devon.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Arthur Brian PAYNE ,"Administrative Officer, Enquiry Unit, Department for Business, Innovation and Skills.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Matthew PEACOCK ,"Founder and Chief Executive, Streetwise Opera. For services to Music and to Homeless People.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Evelyn Sara PEGLEY ,For voluntary service to the British Red Cross Society in Buckinghamshire.,Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Allan Stephen Richard PHILLIPS ,For voluntary service to the Sea Cadet Corps in London.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Shirley Jean PHILLIPS ,"Co-owner, Cosyhome Insulation Ltd.  For services to Sustainable Energy.",West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian PIKE ,For services to the Construction Industry.,West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jill Glegge PILKINGTON ,"Field Assistant, Soay Sheep Project, St Kilda.  For services to Science.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hector PINKNEY ,"For services to the community in Handsworth, Birmingham.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maxine PITTAWAY ,"Headteacher, St Christopher's School, Wrexham.  For services to Special Educational Needs.",Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Amanda POULSON ,"Director's Support, IMS Live Services, Telford, HM Revenue and Customs.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Catherine Anne POWELL ,"For services to the community in Lytham, Lancashire.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mark POWELL ,"Grade C1, Ministry of Defence.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Trevor POWER ,For services to Physical Education in Oxfordshire.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joanna Margaret PRITCHARD ,"Co-Founder and Managing Director, Central Surrey Health.  For services to Social Enterprise.",Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Norma Catherine PROCTER ,"For services to the Environment and to the community in Gwaelod Y Garth, Cardiff.",Cardiff
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter John PULLAN ,"Lately Chairman, StageText.  For services to Deaf, Deafened and Hard of Hearing People.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Caroline PYM ,"For services to the community in Malmesbury, Wiltshire.",Wiltshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Gill RAIKES ,"Fundraising Director, National Trust. For services to Heritage.",Gloucestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Guy RAMSAY ,"For services to the community in Ponteland, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pamela REW ,For services to the Children's Country Holidays Fund.,Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Frances Jane RHODES ,"For services to the Wallich Centre, Cardiff and to Homeless People in Wales.",Monmouthshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Clare RICHARDS ,"Chief Executive Officer, The Clement James Centre.  For services to the community in North Kensington, London.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maha RIDHA ,For services to Muslim Women.,Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Caroline Elizabeth RILEY ,"Administrative Officer, Jobcentre Plus, Department for Work and Pensions.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sandra Kaye RILEY ,"Speech and Language Therapist.  For services to Richard Cloudesley School, London Borough of Islington.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen RIMMER ,"For services to the community in Ashton Hayes, Cheshire.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rhoda ROBB ,"Lecturer, Horticulture with Science, South Eastern Regional College, Bangor.  For services to Further Education in Northern Ireland.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andrew ROBERTS ,"Lately Sector Manager, East Kent, Maritime and Coastguard Agency, Department for Transport.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Charmian ROBERTS ,"Head of Business Development, National Education Partnership. For services to Education.",South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Dewi Wyn ROBERTS OSTJ,"Chairman, Community Justice Interventions Wales.  For services to the community in North Wales.",Gwynedd
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Guist ROBERTS ,"Chairman, English Wine Producers.  For services to the Drinks Industry.",East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bernard ROBINSON ,"Lately Operational Development Manager, Health and Safety Executive, Department for Work and Pensions.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Nicola Helen ROBINSON ,"Grade C2, Ministry of Defence.",Lincolnshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sandra Jane ROBINSON ,"Lord Mayor's Principal Officer, Belfast City Council.  For services to Local Government in Northern Ireland.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sheila ROBINSON ,For services to Agriculture in the North West.,Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James ROBSON ,For services to Business in the North East.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph Thomas ROPER ,"For services to the community in  Blaby, Leicestershire.",Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Sheila ROWAN ,"Director, Institute for Gravitational Research.  For services to Science.",Glasgow
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Graham John RUSSELL ,"Chief Executive, Local Better Regulation Office.  For services to Business and to Consumers.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas SALE ,"For voluntary service to Rugby League in Leigh, Lancashire.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Morris Oliver SAMUELS ,"Founder, Unity Project.  For services to Young People in Nottingham through Sport.",Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Glenis SANDERSON ,For services to the Victim Support Service in Teesside.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann SANKEY ,For voluntary service to the Church Lads’ and Church Girls’ Brigade in Leicestershire.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond Michael SATUR ,For services to Local Government in Sheffield.,South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William John SAUNDERS ,"Chairman, Good Companions of Holywell Hospital. For services to Healthcare in North Wales.",Flintshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Beryl Daphne SCOTT ,For services to Padnell Infant School and to the community in Hampshire.,Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diana MacKay SCOTT ,"For services to the community in Stone, Staffordshire.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lily Gillespie SCOTT ,For services to Counselling in Fife.,Fife
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nigel Christopher Alford SEARLE ,"Train Service Development Manager, Southern Railway.  For services to the Rail Industry.",West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Linda SELBY ,"Co-Founder, Work Experience Programme for Teenagers with Learning Disabilities.  For services to Special Educational Needs.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Anthony SELFE ,"Production Engineering Team Manager, Ultra Electronics.  For services to the Defence Industry.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Saroj Bala SETH ,For services to Community Cohesion in Leicester.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Frederick SHAVE ,For services to Neighbourhood Watch in Dorset.,Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas William SHEARER ,"Head of Community Wellbeing, East Lothian Council.  For services to Local Government.",East Lothian
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs (Jennifer) Ann SHELTON ,For services to the community in West Yorkshire.,West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Hilary SHORT ,For voluntary service to West Yorkshire Police.,West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Audrey Elizabeth SIMMONS ,Foster Carer Lincolnshire County Council.  For services to Families.,Lincolnshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Noel SIMMONS ,Foster Carer Lincolnshire County Council.  For services to Families.,Lincolnshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Graham SIMPSON ,For services to the College of Pharmacy Practice and to the Guild of Healthcare Pharmacists.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Amrit Kumari Dhigpal Kaur SINGH ,Artist. For services to the Indian Miniature Tradition of Painting.,Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Rabindra Kumari Dhigpal Kaur SINGH ,Artist. For services to the Indian Miniature Tradition of Painting.,Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Daniel Henry SINTON ,"Deputy Prinicipal Energy Division, Department of Enterprise, Trade and Investment, Northern Ireland Executive.",Armagh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sarah SKEDD ,"For voluntary service to HM Prison Coldingley, Surrey.",Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David SKINGSLEY ,For services to the Royal Mail and to the community in Chester.,Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Edith SKINNER OSTJ,For voluntary service to St John Ambulance in Sussex.,East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Yvonne SLADE ,For services to Breast Cancer Patients in West Wales.,Carmarthenshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Vivienne Maud SLATER ,For voluntary service to the Bevin Boys' Association.,Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Richard Ernest George SLOAN ,"Lately General Medical Practitioner, West Yorkshire. For services to Healthcare.",West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs June SMALL ,For services to Food Producing Businesses in the South West.,Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Cheryl Christina Kelton SMART ,"Chief Executive, Luton and Bedfordshire Chamber of Commerce.  For services to Business.",Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Geoffrey Charles SMITH ,"Chairman, Bath and Bristol Royal Institution Mathematics Masterclasses.  For services to Education.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Howard SMITH ,"Placement Manager, North Yorkshire County Council.  For services to Local Government.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Irene SMITH ,For services to Washington Citizens' Advice Bureau in Tyne and Wear.,Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mary Ann SMITH ,"For services to the community in Troqueer, Dumfries and Galloway.",Dumfries
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Peterina Moffat SMITH ,For services to Community Housing in Dundee.,Dundee
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Charles SMITH-NICHOLLS ,For services to Macmillan Cancer Support in Dorset.,Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Veronica Ann SNOWLING JP,"For services to the community in St Helens, Merseyside.",Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Marcus Jayant SOLANKI ,For services to the community in Leicester.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael SOMMERS ,For public service.,West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Arthur SPEAK ,"Retained Watch Manager, Humberside Fire and Rescue Service.  For services to Local Government.",East Riding of Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Allan Kincade SPENCER ,"Lately Immigration Liaison Manager, International Group, UK Border Agency, Home Office.",SOUTH AFRICA
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Karen SPENCER ,For services to the agricultural community in Monmouthshire.,Monmouthshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Leigh SPIERS ,"Lately Director of Volunteering, Art Fund.  For services to the Arts.",West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Leslie Victor SQUIRRELL ,For voluntary service to Norfolk Credit Union.,Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terry STACY ,For services to the Housing Sector in London.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael John STAFF ,For services to the Abbeyfield Society and to the community in East Sussex.,East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Lady Judith Mary STEEL ,For services to the Theatre in the Scottish Borders.,"Roxburgh, Ettrick and Lauderdale"
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edwin John STEVENS ,For services to the City of London Corporation and to the Voluntary Sector.,Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr (Robert) Christopher STOCKDALE ,For charitable services in the West Midlands.,West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Eric STOCKDALE ,"Laboratory Assistant, Roads Service, Department for Regional Development, Northern Ireland Executive.",Fermanagh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Barbara STONE ,"Family Justice Council Administrator and Family Business Manager, HM Courts and Tribunals Service, Ministry of Justice.",Greater Manchester
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward Charles STRETTON ,"Usher, Supreme Court of the United Kingdom.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Dorothy STRUTHERS ,"For voluntary service to the Royal Star and Garter Home, Richmond, Surrey.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss June Ann STUBBS ,"Chair, The Thorney Island Society.  For services to Conservation in the City of Westminster.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David STUTTARD ,For charitable services to St Dunstan's and in Ghana.,Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Montgomery SUMMERS ,"Lead Tutor, Institution of Railway Operators.  For services to the Railway Industry.",Stirling and Falkirk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Adrienne SUSSMAN ,For voluntary service to Young People in Israel and through the Scouts.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terence SUTHERS ,For services to Heritage and Museums in Yorkshire and Humberside.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr George Henry TAGGART JP,For services to the Boys' Brigade in Northern Ireland.,Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Karen TAIT ,"Company Secretary, Orkney Livestock Association.  For services to Farming.",Orkney
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pamela Helen TALBOT ,"For services to the National Oceanography Centre, Southampton.",Surrey
